id,index,content,proofed
170779,1,尊敬的战友们好这是5月31号,尊敬的战友们好， 这是5月31 号
170780,2,文贵的报平安视频,文贵的报平安视频
170781,3,这几天来一直在忙闭门听这会的所有的事情,这几天来一直在忙， 闭门听证会所有的事情
170782,4,有时候这个,有时候很
170783,5,很多想法呢特别想分享的所有的战友们,很多想法特别想分享给所有的战友们，但
170784,6,但是由于确实时间和精力有限,但是由于确实时间精力有限
170785,7,这个有些事情只能等到这个事情完了以后再大家分享,有些事情只能等到事情完了以后才能与大家分享
170786,8,这几天最重要的事情就是关于,这几天最重要的事情就是关于
170787,9,这个,这几
170788,10,很多人都来问我关于64就是几,很多人都在问我， 还有几天就
170789,11,几天就到了,几天就是64了
170790,12,我的只有四个看法,我， 还有几天
170791,13,我想说什么,我想说什么
170792,14,6月2号可能会上澳大利亚的秋月手和暗红女士的一个新的,6月2号我可能会上澳大利亚的安红， 邱岳首新的频道的一个
170793,15,那个节目,个节目
170794,16,这个在那个时候我可能会讲一些,在那个时候我可能会讲一些
170795,17,我的观点,我的观点
170796,18,但是呢我想看今天和大家分享的事情的事,但是今天我想和大家分享的事情是
170797,19,昨天晚上我和一位这个,昨天晚上我和一位
170798,20,老领导这个通电话,老领导通电话
170799,21,我老领导当年在六四的这个之前我说,我说老领导当年在64以前， 5月中的时候
170800,22,5月中的时候,5月中的时候
170801,23,我让我和你在一起,我和您在一起
170802,24,这个我去捐钱你告诉我说,起， 我去捐钱，你告诉我说
170803,25,这很可能就是邓小平的赵紫阳之间那个政治较量,这很可能是邓小平和赵紫阳之间的一个政治较量
170804,26,都是牺牲品,都是牺牲品
170805,27,然后后来这个学生的世界呢,然后后来学生的事件
170806,28,你很担心,您很担心
170807,29,后来都让你说对了,后来都让您预测对了
170808,30,我现在这29年过去了,了，现在29年过去了
170809,31,海外现在很多人在谈论的六四,海外很多人都在谈论着64， 您
170810,32,你怎么看法呢,您怎么看法呢
170811,33,老领导啊这注意安徽人有了安徽的强国发音我别说了我也喜欢你们都受不了啊,老领导做为安徽人，用安徽腔发音说， 我也看了一些，64 是我们民族的悲剧，在海外
170812,34,然后呢,认真去
170813,35,就说, 是我
170814,36,哎呀他说这是我也看了一些,安徽腔发音说， 我也看了一些
170815,37,他说最好啊,导做为安徽
170816,38,他这个六四啊是我们这个民族的悲剧,看了一些，64 是我们民族的悲剧，在
170817,39,他说在海外大家都可以说,悲剧，在海外大家可以认真去探讨
170818,40,矩阵真的去探讨这个悲剧发生的,大家可以认真去探讨这个悲剧发生的
170819,41,原因,原因
170820,42,何避免,和避免
170821,43,悲剧再发生的各种,悲剧再发生的各种
170822,44,手段,手段
170823,45,开始不要把这个悲剧,但是不要把这个悲剧
170824,46,变成了洗,变成了喜
170825,47,不要说把这个,不要把这个
170826,48,六四的悲剧变成了某些人的发财工具,成了喜剧，变成了某些人的发财工具。 好多人
170827,49,不要认为很很好像过年一样到6次啊,具。 好多人到了64像过年一样，大家去抹点
170828,50,大家去这个无点这个家没吊点滴眼泪,大家去抹点芥末， 掉两滴眼泪，然后
170829,51,然后呢去讲话然后那些人在江湖这边照照相,然后去讲讲话，然后拉一些人在镜头里边照个像
170830,52,几个人七八个人搞个什么需要头,几， 7，8个人搞点什么噱头，然
170831,53,然后就是,然后一如既
170832,54,一如既往的这个这个,一如既往的29年
170833,55,白这个是29年不变的,既往的29年不变的
170834,56,老人家的话让我感触颇深,老人家的话让我感触颇深
170835,57,我想起当年在看守所里面被枪毙的那个,我想起来当年看守所里边被枪毙的那几个
170836,58,爱几个人,那几个人
170837,59,我说过有一次我多次说我有个孩子,我多次说过， 里边有个孩子
170838,60,枪毙的属性的最新叫强奸*女碎尸罪,枪毙的时候定的罪行， 叫强奸幼女碎尸
170839,61,这个人的一再给我说,这个人一再跟我说
170840,62,你再给我说,一再跟我说
170841,63,中国,中国
170842,64,这个民主,这个人一
170843,65,文化人民,文化人民
170844,66,干柴烈火一样需要,干柴一样需要我
170845,67,永远没忘,永远没忘
170846,68,从来没将他同学从来不强求老婆,从来没见他妥协，求饶过， 几乎所
170847,69,几乎所有的犯人被打,几乎所有的犯人被打
170848,70,祝你会,只听
170849,71,经常那么肯听到他的,经常我们听到他
170850,72,指定的普通通通通的,只听到嗷，嗷的叫， 但没听
170851,73,这个叫脚但没有听到他,只听到嗷，嗷的叫， 但没听
170852,74,求啊啊科打球,外边打去
170853,75,因为我们那个加号码和那个墙的身强之间相隔95米,因为我们监号和深墙之间相隔也就是5米
170854,76,无米一个高墙铁网,外是高墙铁网
170855,77,老米这本是一个这个加号的平顶听着不是聋子,笼子， 武警还在上面走，也就是放风的地方，笼子
170856,78,5点在上班走这里是放松的地方,还在上面走，也就是放风的地方
170857,79,然后这个龙字后面是高的是关出发的地方,方，笼子后边是 高的关囚犯的地方， 所
170858,80,福州那么近每天都听到,所以就那么近， 每天都听到
170859,81,我感触太深了永远不能忘,， 感触太深了， 永远不能忘
170860,82,这是个绝对的,这是个绝对的
170861,83,了不起的真正的英雄,了不起的真正的英雄
170862,84,希望不要把这些,希望不要把这些
170863,85,无名的英雄的悲剧,无名英雄的悲剧
170864,86,变成我们的冒险人的发财的工具,变成我们某些人发财的工具
170865,87,变成了喜剧,变成了喜剧
170866,88,这是真的老领导说太好了,这真是老领导说太好了
170867,89,另外一个,另外我跟
170868,90,这个不给老师倒的顺便问了一句,真是老领导说太好了
170869,91,不是现在很多人啊,句，现在很多人啊
170870,92,都在谈文贵到底该反不反习,都在谈论文贵到底该不该反习
170871,93,这个反不反共产党,不反共产党，他
170872,94,你不是说了吗成年反乌托邦吗你不是说还不走吧,你不是说了吗成天反乌托邦吗，乌托邦不就是共产
170873,95,老人家大概有机会不是说多,老人家当然有忌讳不需说多
170874,96,实际上中国现在的问题,实际上中国现在的问题
170875,97,只要这个乌托邦体制共产党部被灭了,只要乌托邦这个体制， 共产党不被灭了
170876,98,不必改变,不被改变
170877,99,中国谈啥都是假,中国谈啥都是假
170878,100,这也是为什么中国大地上今天,这也是为什么中国大地上今天
170879,101,真的,真的
170880,102,必须给他假的,必须变成假的
170881,103,假的必须变成伟大,假的必须变成伟大
170882,104,真的没有火炉真的没有机会,真的没有活路， 没有机会
170883,105,真的没有针眼,真的没有活
170884,106,假的,假的
170885,107,发财升官,发财升官
170886,108,有女人有漂亮,有女人， 有票子
170887,109,还有权利,还有权利
170888,110,还有追魂不花他吗,还有权利， 尊严， 荒不
170889,111,不就来了,不就来
170890,112,在中国禅的被欺负,在中国， 善的被欺负
170891,113,单的玫瑰来上个什么没生命,被欺负，没未来， 善的甚至没生命
170892,114,还没完全,命， 没安全， 恶
170893,115,饿了,恶的
170894,116,一个大学有美女,有美女，还有美
170895,117,还没什,至没生
170896,118,何等的荒唐,还能得到尊重
170897,119,上了电脑,善恶颠倒
170898,120,真假不分,真假不分
170899,121,这不是一个民族国家的人类的悲剧吗,这不是一个民族国家人类的悲剧吗
170900,122,来自哪里呀,来自于哪里啊
170901,123,不就是来自乌托邦共产主义吗,不就是来自于乌托邦，共产主义吗
170902,124,今天的共产党,今天的共产党
170903,125,谁呀,深
170904,126,这感触太深了29年前的一切都历历在目,这感触太深了！29年前的一切都历历在目
170905,127,仿佛就在前天昨天,仿佛就在前天昨天
170906,128,可是我们29年了,可是我们29年了
170907,129,为了发财,为了发财
170908,130,为了赚钱,为了赚钱
170909,131,为了统治,为了统治
170910,132,这个国家就是不让有信仰,这个国家竟然不让有信
170911,133,一个没有信仰的国家,一个没有信仰的国家
170912,134,怎么可能有安全有尊严就更平,怎么可能有安全，有尊严，有公平
170913,135,有真假之分善恶值,有真假之分善恶之
170914,136,一个没有信仰的国家不允秀相信谁呀,一个有信仰的国家，不允许有信仰他信谁
170915,137,他只能心情,他只能信钱
170916,138,姓钱的结果是什么呀,信钱的结果是什么啊
170917,139,就没有痘痘了,就没有道德
170918,140,道德是做人的底线任何处分支笔就是道德,道德是做人的底线，人和畜生之别，就是“道
170919,141,到,道
170920,142,就是手段得了是标准,就是手段，“德”就是标准
170921,143,做人的手段和标准,做人的手段和标准
170922,144,都没了,都没了
170923,145,就谈什么法律和信仰的,谈什么法律和信仰
170924,146,他谈什么单位,谈什么善恶
170925,147,那么今天,那么今天
170926,148,就因为如此,就因为如此
170927,149,中国现在社会的都是交现实主义,中国现在社会上都是叫现实主义
170928,150,蛋糕,当道
170929,151,这是为什么64的时候那么多人,这就是为什么64的时候那么多人
170930,152,死了以后,死了以后
170931,153,没有人这个名字,没有人记得他们
170932,154,到今天29年到底死多少人,到今天29年了到底死多少人
170933,155,那个坦克人到底怎么回事,那个坦克人到底是怎么回
