id,index,content,proofed
484696,1,尊敬的战士们好,尊敬的战友们好
484697,2,今天是8月27号,今天是8月27号
484698,3,你们这什么吗,你们健身了吗
484699,4,你们传播香港危机的真相了吗,你们传播香港危机的真相了吗
484700,5,亲爱的战友们今天是8月27号,亲爱的战友们，今天是8月27号
484701,6,首先请允许我,首先请允许我
484702,7,这个法师基金捐款的战友们,对法治基金捐款的战友们
484703,8,表达衷心的感谢,表达衷心的感谢
484704,9,这几天的捐款如论是质量,这几天的捐款，无论是质量
484705,10,还是数量都是前所未有的,还是数量，都是前所未有的
484706,11,特别是,特别是
484707,12,一位逃的姓陶的朋友姓李的朋友,一位姓陶的朋友，姓李的朋友
484708,13,还有,还有
484709,14,咱就,战友
484710,15,那个你那个阿狸那个,朋友，姓李的朋
484711,16,哦那还有兴致,还有…陶先
484712,17,好先生,陶先生
484713,18,周先生,周先生
484714,19,这个,这么
484715,20,这么多战友,这么多战友
484716,21,特别是,天是
484717,22,在我们这个,战友们，这
484718,23,一次,是
484719,24,就花了,都收到了
484720,25,263次有一个今天是263次,63次，今天是263次
484721,26,这个捐款,这么多战友
484722,27,这个是61 10000的战友们,这个是6110000的战友们
484723,28,这都收到了啊,这都收到了
484724,29,还有48700的债款,还有48700的战
484725,30,万盛的感谢,万分的感谢
484726,31,请和这个房子期间保持了联系,请和法治基金保持著联系
484727,32,另外一个我要给照你们说的啊,另外一个，我要和战友们说的
484728,33,我已经在我这个私下如何很多占有回复了,我已经私下里和很多战友回复了
484729,34,这个这几天来大家看到木兰传奇的手机,近几天来大家看到，木兰传奇的手机
484730,35,被突然停机,被突然停机
484731,36,到苹果店都不能打开因为苹果电视不给你恢复数据的,到苹果店都不能打开。因为苹果店是不给你恢复数据的
484732,37,苹果店,苹果店
484733,38,说只要是重启,说只要是重启
484734,39,就可视化格式化你的信息就没了,就要格式化，格式化你的信息就没了
484735,40,那么没办法的手机,那么没办法，这手机
484736,41,那就废掉了,就废掉了
484737,42,所有手机信息打不开了,所有手机的信息都打不开
484738,43,事实上你的信息已经被共产党拿走了,事实上你的信息已经被共产党拿走了
484739,44,另外一个今天看到西斯小哥在直播中光纤都被黑掉了,另外一个，今天看到的细思小哥，在直播中光纤都被黑掉
484740,45,大家看得很明白吧,大家看得很明白吧
484741,46,另外大家也看到了,另外大家也看到了
484742,47,很多战友,很多战友
484743,48,包括我们在荷兰的挪威的战友们,包括我们在荷兰的，挪威的战友们
484744,49,在这个,在荷兰的
484745,50,给白国写请愿书过程闹钟电脑一直换,给白宫写请愿书的过程中，电脑一直
484746,51,我会告诉大家,"
我可以告诉大家"
484747,52,共产党,共产党
484748,53,小黑掉你在世界任何地方的光纤,想黑掉你在世界任何地方的光纤
484749,54,包括违反任何方式,包括WIFI任何方式
484750,55,除了你有一个,除了你有一个
484751,56,给这个卫星公司,个跟卫星公司买
484752,57,买下的特殊的卫星协议通信方式外,买下的特殊的卫星通信方式之外，可以
484753,58,没有任何方式可以说是安全,没有任何方式是安全的，没有
484754,59,没有任何方式安全的亲爱的战友们,没有任何方式是安全的，亲爱的战友们
484755,60,千万不要天真,千万不要天真
484756,61,那么最近,"
最近"
484757,62,共产党,共产党
484758,63,在香港采取激烈的行动之前家岩岩好,在香港采取激烈的行动之前，戒严也好
484759,64,还是实行戒严法也好和紧急状态法也好,还是实行戒严法也好，紧急状态法也好
484760,65,他们一定先把大家的这个嘴先锋主演经封住,他们一定先把大家的嘴先封住，眼睛封住
484761,66,所以在全世界大规模的太可占用,所以在全世界大规模的骇客战友
484762,67,他不管你是在哪个国家千万要小心,它不管你是在哪个国家，千万要小心
484763,68,我要告诉大家的事情,我要告诉大家的事情
484764,69,一定你手机的别人的厚度黄片啊,一定不要有那么多黄片，开玩笑，哈哈
484765,70,开玩笑,开玩笑
484766,71,关键问题你给我家人信息,关键问题，你不要有家人信
484767,72,保护好家人,保护好家人
484768,73,另外一个不要天真,另外一个，不要天真
484769,74,不要减震,不要天真
484770,75,特别是一些,特别是一些
484771,76,咱们这个,咱们整
484772,77,整个挺郭爆料,整个挺郭爆料
484773,78,反共的走在前面的占用了,反共走在前边的战友们
484774,79,务必要注意的事情,务必要注意的事情
484775,80,就是你们,就是你们
484776,81,通信工具包括你的车辆,通信工具，包括你们的车辆
484777,82,包括车辆,包括你们的车
484778,83,能不开GPS就少开,能不开GPRS就少开
484779,84,如果开的话一定要注意安全,如果要开的话，一定要注意安全
484780,85,别人会去不该去的地方,别开去不该去的地方
484781,86,反正得小心,反正得小心
484782,87,而接下来,而接下来
484783,88,香港的各种通信都会出现问题,香港的各种通信，都会出现问题
484784,89,或者是被停掉,或者是被停掉
484785,90,香港很多人的手机和电脑,香港很多人的手机和电脑
484786,91,都会出现问题,都会出现问题
484787,92,因为已经收集好了大数据,因为已经收集好了大数据
484788,93,已经了解了所有人的,已经了解了所有人的
484789,94,信息,信息
484790,95,手机通信,手机、通信
484791,96,机器方式,机器、方式
484792,97,香港的通信大家知道都是共产党的,香港的通信，大家都知道是共产党
484793,98,想怎么着你怎么找你,想怎么著你就怎么著你
484794,99,据说最近的香港家了,据说最近在香港，架了
484795,100,很多,很多
484796,101,战斗机的通信设备,战斗级的通讯设备
484797,102,还网络设备,还有网络设备
484798,103,最香港的同胞和战友们更加要小心,香港的同胞和战友们更加要小心
484799,104,另外一个就是香港现在所说,另外一个就是，现在香港
484800,105,林郑月娥昨天要这个减法,林郑月娥说要搞戒严法
484801,106,要找家养法大家结束,要搞戒严法。大家清楚
484802,107,林郑月娥,林郑月娥
484803,108,还有是什么里夹着芦苇冲着肉华,还有李家超、卢伟聪、郑若骅
484804,109,那已经成了傀儡的,那已经成了傀儡了
484805,110,不值一谈的了,不值一谈了
484806,111,他所有说的话,她所有说的话
484807,112,所有要的行动是100%,所有要做的行动，是100%
484808,113,听北京的,听北京的
484809,114,听孙俪知道挺韩正的,听孙立军的，听韩正
484810,115,听王岐山的,听王岐山的
484811,116,这个假的,正的，听
484812,117,这不用想的,这不用想的
484813,118,而且现在这些人保卫他们安全的已经不是香港警察,而且现在这些人，保卫他们安全的已经不是香港警察
484814,119,从6月9号起,从6月9号起
484815,120,都是注册不对,都是驻港部队
484816,121,还有北京派来的特种部队已经完全不是了,还有北京派来的特种部队，已经完全不是
484817,122,所以说你想想他们干吗,所以你想想他们能干嘛
484818,123,所有的家人都被保护起来了也就是被绑架了吗,嘛，所有家人都被「保护」起来了，也就是被绑架了
484819,124,被绑架了吧,被绑架了嘛
484820,125,那还有说吗,那还用说嘛
484821,126,所以说接下来,"说嘛。

接下来，香"
484822,127,香港想采用的,香港想采用的
484823,128,拖延,推延
484824,129,啊抓这些人,延、抓这些人
484825,130,大家记得我什么时候说的话,大家是否还记得我什么时候
484826,131,我说接下来香港会,我说接下来香港会
484827,132,大量的爪子,大量的抓
484828,133,发生了没有干什么,发生了没有战友们
484829,134,发了多少人了大家都忘了我说的话了,了多少人了？大家都忘掉我说的话了
484830,135,我从6月16号我就告诉大家,我从6月16号就告诉大家
484831,136,然后6月22号我就告诉大家,然后6月22号我也告诉大家
484832,137,北京制定好政治就是把所有走在前面的人,北京制定的政策就是把所有走在前边的人
484833,138,给你抓捕,给你抓捕
484834,139,这就关了,这就是共
484835,140,咱们的内部的情报之准确,产党内部的情报之准确
484836,141,可以说是,可以说是
484837,142,美国西方他们叹为观止的话术叹为观止,美国、西方他们感到叹为观止，用他们的话
484838,143,大家要看到,大家要看到
484839,144,对香港的这些人的抓捕是从6月22号,对香港这些人的抓捕是从6月20号
484840,145,一直到7月份然后到8月初,一直到7月份然后到8月初
484841,146,他们现在又是寒食,他们现在采用的是
484842,147,还是你,号一直
484843,148,今天转一些明天抓出现烦你这个人就抓鸟兽木你的意思,今天抓一些明天抓一些，逐渐把你这些人全部抓掉消
484844,149,然后追我,志，最后
484845,150,集体见面,集体歼灭
484846,151,当然了香港现在教你过300万人的这种,当然了香港现在抗议和维护香港安
484847,152,抗议,抗议
484848,153,何维护香港的安全的,和维护香港安全
484849,154,这些人们,这些人们
484850,155,不会因为抓了几百几千个人,不会因为抓了几百几千个人
484851,156,去妥协,去妥协
484852,157,因为香港只要停下来,因为香港只要停下来
484853,158,只要妥协就是死路一条,只要妥协就是死路一条
484854,159,觉入一条,绝路一条
484855,160,每个人都很清楚,每个人都很清楚
484856,161,共产党怎么对付过去国民党的,共产党过去怎么对付国民党的
484857,162,都降了,都投降了
484858,163,都已经背叛了,都已经背叛了
484859,164,都要负责北京成都交给了共产党了,了，傅作义把北京城都交给了共产党
484860,165,毛泽东的共产党,毛泽东的共产党
