id,index,content,proofed
534813,1,尊敬的战友们好今天是17号文贵报平安之和是10就好吧,"尊敬的战友们好，今天是10月7号文贵报平安。



首先"
534814,2,10月7号,10月7号
534815,3,今天的直播室,今天是10月7号
534816,4,第1次啊这个路德先生远程指挥远程指挥前面,"之声听写组



尊敬的战友们好，今天是10月7号文贵"
534817,5,美女帅哥乱成一锅粥,。重阳节不快乐，我不能祝你
534818,6,哇塞,快
534819,7,这个到了现场这个我们的直播间啊普朗天帮帮乱想,重阳节快乐。因为从东汉到今天这么多年了，中
534820,8,估计黑客把这个可能可能没有正确啊可能半个房间的电脑也可以了结果啊,不快乐，我不能祝你们9月9重阳节快乐。因为从东汉到今天这么
534821,9,就这么着几个任天堂的地方,今天这么多年了，中国人的
534822,10,然后跟路德先生啊连线然后再交给我不知道他的学生了,"天这么多年了，中国人的瘟神始终还在那。



据东汉的记载"
534823,11,未来的直播团队然后现在收拾好了,瘟疫夺走了生命。他发誓要替父母报仇，拯救乡
534824,12,今天是首先要祝所有的战友吗,要替父母报仇，拯救乡亲，然后要斩
534825,13,中国人的所谓九月九的重阳节,恒景的父母被瘟疫夺走了生命
534826,14,这个重阳节不快乐我不能助你们919穿就开了,"
据东汉的记载，当年是恒景的父母被瘟疫夺走了生"
534827,15,因为从东汉到今天这么多年了,东汉的记载，当年是恒景的父母被
534828,16,中国人的温神他是珠海在哪,中国人的瘟神始终还在那
534829,17,这个瘟神始终在哪,人的瘟神始终还在
534830,18,据东汉记载啊,据东汉的记载
534831,19,当年是很久的,当年是恒景的
534832,20,很久的父母被瘟疫夺走了生命,恒景的父母被瘟疫夺走了生命
534833,21,他发誓,他发誓
534834,22,要,要
534835,23,这个替父报仇,替父母报仇
534836,24,正就相亲,拯救乡亲
534837,25,然后呢要斩掉纹身,亲，然后要斩掉瘟神
534838,26,大家都知道这后面的故事,大家知道这后面的故事
534839,27,后来只求先求了大写大写给他除了章给了个斩魔剑,后来是求仙，求了大仙，大仙给他出了招。给了斩魔剑
534840,28,青龙剑,青龙剑
534841,29,菊花酒和茱萸叶,菊花酒和茱萸叶
534842,30,菊花酒喝了就能让这个本身不能靠近朱丽叶能,菊花酒喝了就能让瘟神不能靠近，茱萸叶能
534843,31,能不知道这个危险不能靠近然后请一下把他炸了,能让瘟神不能靠近。然后用青龙剑把他斩了。最
534844,32,最后是很紧做到,最后是恒景做到
534845,33,就在今天事,就在今天是
534846,34,过千年这到了现在中国那个东西始终不再是中子还,过千年了，到了现在中国这个瘟神始终在，没有被消灭，那
534847,35,没有被小姐那就是公司吗,没有被消灭，那就是共
534848,36,历史上的这个传说我专门和东汉史学家,历史上的这个传说，我专门和东汉史学家
534849,37,我说为什么当时,我说为什么当时
534850,38,历史上有这个九重阳九月九日重阳节,历史上有这个九月九的重阳节？他说事实
534851,39,他说事实上中国人,他说事实上中国人
534852,40,骨子里面反抗极权暴政,骨子里边反抗极权暴政
534853,41,历史上是很咋的,历史上是很早的
534854,42,这是为什么下文化当中对整个皇权军权和财权进行,这是为什么夏文化当中，对整个皇权、军权和财权进行
534855,43,清新的风格,重新的分割
534856,44,这是为什么当时东汉时期,这是为什么当时东汉时期
534857,45,就有了对财权军权和皇权,就有了对财权、军权和皇权
534858,46,这个约束并使三权鼎立,这是为什么当时东汉时
534859,47,这是公元2000多年前的4000个月4600年4700年差不多,这是公元前2000多年前的。4600，4700年前的差不多
534860,48,那么,那么
534861,49,东汉时期,东汉时期
534862,50,有几个暴政的皇帝,有几个暴政的皇帝
534863,51,唐海相亲,残害乡亲
534864,52,垄断医药市场,垄断医药市场
534865,53,那我说不打疫苗不仅没有假疫苗断假钥匙,个时候不打疫苗，估计没有假疫苗。垄断假药市
534866,54,中药市场药材,中药市场、药材
534867,55,各个王子,各个皇子
534868,56,弄断了天下的粮食水稻,垄断了天下的粮食水稻
534869,57,老百姓没法,老百姓没法
534870,58,这是为什么多汗多次起义之后才诞生胶酒的传说,这是为什么东汉多次起义之后才诞生了9月9的传说
534871,59,在农历上中国人很迷信,在农历上中国人很迷信
534872,60,重阳节是说是中国的历史的金钱是绝对不能有性生活,重阳节按照说是中国的历史上今天这一天是绝对不能有
534873,61,有性生活对男人特别不好,有性生活对男人特别不好
534874,62,这是上天的大日子,这是上天的大日子
534875,63,当时的很紧这个故事就是当时的一个民间起义的领袖,当时恒景的这个故事就是当时的一个民间起义的领袖
534876,64,所谓的气象而归,所谓的骑仙鹤而归
534877,65,手持青龙店,手持青龙剑
534878,66,要踹菊花95哪种鱼,腰揣菊花酒，手拿
534879,67,就是今天的香港革命,就是今天的香港革命
534880,68,香港的革命今天,香港革命，今天
534881,69,数据挖掘就是香港人民的口罩,菊花酒就是香港人民的口罩
534882,70,拿着注射液就是香港人民的社交媒体,拿着茱萸叶就是香港人民的社交媒体
534883,71,兴隆店就整个是社交和法治的香港人精神和勇气,香港社交和法治和香港人的精神勇气，斩的就是共
