id,index,content,proofed
6412,1,E e s r e s,
6413,2,沙发沙发沙发,
6414,3,CMCC part2第2把交椅啊,
6415,4,东莞载的32东丸子第3,
6416,5,自动喂仔沙,
6417,6,文学文学的四战神好像有教的五英国占有的六个先生,
6418,7,乒乓的吧,
6419,8,你是在Candy酒户观点下的时候想想就是一,
6420,9,尊敬的战友们好,尊敬的战友们好
6421,10,今天是2019年4月19号,今天是2019年4月19号
6422,11,这个日子,这日子
6423,12,读起来比较沉重比较好沉重,读起来比较沉重，4月19号。本来准
6424,13,4月19号,4月19号
6425,14,本来呀,本来
6426,15,准备好我4月19号那个大日子,准备好，我说4月19号这个大日
6427,16,三做点大节目,咱做点大节目
6428,17,后来考虑各个方面吧,后来考虑各个方面
6429,18,繁华,方面
6430,19,不要激动不要被什么日子影响,不要激动，不要被什么日子影响
6431,20,打破我们的这个计划和打乱我们的计划,打破我们的计划，打乱我们的计划
6432,21,2017年4月17号49号,"
2017年4月19"
6433,22,就是在这个舞就在这个位置大家都知道就在那个火炉边,就是在这个屋子，就是这个位置，大家都知道，就这个火炉边
6434,23,VOA之音中文部主任董晓霞女士还有中方显生意吉他,炉边。VOA中文部主任，龚小夏女士，还有东方先生以及他
6435,24,团队,团队
6436,25,在经过长期我们的联系后vol.1请多次邀请,在经过我们长期的联系后，因VOA的多次邀请
6437,26,然后又进我的要求我要求是我的联络人是中方先生,次邀请，又经我的要求，我要求是，我的联络人是东方先生
6438,27,我向东方先生要求必须是龚小夏女士来作为主防,我向东方先生要求，必须是龚小夏女士作为主访
6439,28,龚小夏女士又来了我家的钱大概一天多的时间,龚小夏女士就来了我家提前大概一天多的时间
6440,29,真的像神谁说的为了我很多问题这是非常,"真的像神贼似的，问了我很多问题。


这是非常"
6441,30,专业的问题,专业的问题
6442,31,我的小下问的问题都非常好,题，而且小夏问的问题都非常好
6443,32,从现在来看过去问的问题那是相当有意义的,从现在来看，过去问的问题那是相当有意义的
6444,33,记者吗,记者么
6445,34,他本来就是要,者么，本来就要
6446,35,向你问问题提问题的,向你问问题，提问题的
6447,36,而且我们想下原来没见过面小巷你是绝对是一个非常专业的记者,而且我跟小夏原来没见过面，小夏女士绝对是非常专业的记者，非
6448,37,非常智慧的记者,非常智慧的记者
6449,38,东方先生非常专业,东方先生非常专业
6450,39,非常专业非常棒,非常专业，非常棒
6451,40,非常善良的人他的团队都很棒,非常善良的人，他的团队都很棒
6452,41,大家知道就在两年前,大家知道，就在两年前
6453,42,我站在这个恶之前的着直播室也就这个时间点刚刚开始的时候,我站在这个屋之前，这个时间点刚刚开始的时候，就在这个
6454,43,已经已经结束了已经结束了,时间点刚刚开始的时候，就
6455,44,就在这个恶之前我睡醒我才知道对发了当时叫红铜现在知道叫蓝种,就在这个屋子之前，我睡醒才知道被发了当时叫红通，现在叫蓝通
6456,45,别发了蓝桶,被发了蓝通
6457,46,还有外交部的牛津考时间,还有外交部的扭腚康
6458,47,还有老领导的多次打电话的威胁是什么,还有外交部多次打电话威胁，事实上那
6459,48,那一天我能接受采访,那天我能接受采访
6460,49,是很危险的事,是很危险的事
6461,50,今天晚回看,今天往回看
6462,51,这个419的采访,419的采访
6463,52,可以做事,可以说
