id,index,content,proofed
586072,1,第1个T7,
586073,2,第2个刘咪咪,
586074,3,第3个北方是什么卖个哦my god,
586075,4,第4个七雄温格,
586076,5,第5个冠军的区别,
586077,6,第6个福来的,
586078,7,第7个曝光台,
586079,8,哈哈哈,哈哈哈
586080,9,大家真快啊真会你们真会啊,你跟战友们见见面，哈哈
586081,10,第8个是,你跟战
586082,11,无敌,w你
586083,12,第9个是,你跟战
586084,13,是什么这是叔叔,面，哈哈哈～Snow哎
586085,14,第9个是揭秘,一次我就要咳
586086,15,第10个是,都给
586087,16,Kent Street Scottrade 1808,看到这个侧面，就
586088,17,Hamasaki mate10 money18 08,"谈）

唉，你看到这个"
586089,18,和蝴蝶李盆洗,特别白，你
586090,19,亲爱的兄弟姐妹们你们好啊,个侧面，就是这面特别白是
586091,20,灯光海岸,人员交谈
586092,21,有点暗了,有魅力了
586093,22,哇塞,"谈）

唉"
586094,23,咱们就上来了,这面特别白，你就往
586095,24,这个人就上来了啊,这个侧面，就是这面
586096,25,法拉利,"谈）

唉"
586097,26,媒体影响吗,想你呢！你老有魅
586098,27,护理分析,都给你
586099,28,我看了文你知道看了什么老婆啊,友们都给你打招呼呢！战友们
586100,29,还好今天的庆祝庆祝啊,你看到这个侧面，就是这面
586101,30,真的没几个了啊真的没几个了亲爱的兄弟姐妹,这个侧面，就是这面特别白是吧，就这面特别白，你
586102,31,没了,特别
586103,32,真不舍得出,"，呵呵～



抽"
586104,33,真不舍得丑,"，呵呵～



抽"
586105,34,这个这个让我本来领答应啊,这面特别白，你就往那
586106,35,这个班同学上来一起跟他说还有另外一个咱们的战友美国占有,"这面特别白，你就往那边去。



嗯，哎呦，下去吧，呵呵～



抽一个，战友们咱们"
586107,36,对不起了我得出了,"去吧，呵呵～



抽一个"
586108,37,67年的老鼠夹,点多呀，今天
586109,38,67年的老鼠,今天抽的
586110,39,哎呀,下
586111,40,什么由来啊,个，战友们咱
586112,41,Sudo IU,的有
586113,42,是啊,下
586114,43,斯诺,点多
586115,44,Arsenal,发生大
586116,45,你好报一次我就要合上半天,是要发生大事啊！今天下
586117,46,打喷嚏是咋办啊,大事啊！今天下
586118,47,早饭的时候,直播的时候
586119,48,就要亲吻别呀,们说，今天是要
586120,49,战友们都给你打招呼呢,战友们说，今天是要
586121,50,在有人都想你了,作人员调试摄像
586122,51,你老有魅力了啊你看得清楚这边退,曼哈顿这样折腾，也就咱了，也就
586123,52,就这么出来呗,就咱这家伙
586124,53,抽一个,家伙，我的
586125,54,张扬咱们一起出吧,哈顿这样折腾，也就咱
586126,55,我是今天下午从3点钟出,，昨天中午啊！路德先生跟我一起吃
586127,56,我抽到现在了,天中午啊！路德先
586128,57,今天出自有点毒啊今天抽一点对吧,一起吃饭的时候都已经有答案了啊！都已经有答案
586129,58,今天早上我听不懂你在说什么今天上发生大事啊今天下午啊,今天啊，我在外面的时候啊，今天见了几个战友，我在这向大
586130,59,好,道
586131,60,猪肉应该不会在网站,战友，我在这向大
586132,61,就咱这几天那就砸了,今天见了几个战
586133,62,处长,候啊，今
586134,63,说实话翻涌了昨天中午啊绿得我一起吃饭的时候都已经,"说，咱不说。



唉，我今天啊，我在外面的时候啊，今天见了几个战友，我"
586135,64,挺有大了,天见了
586136,65,都已经有打了但不佛山万佛,已经有答案了，但咱不说
586137,66,爱我今天啊,唉，我今天啊
586138,67,我在外面说话今天见了几,我在外面的时候啊，今天见了几
586139,68,我在这像在家道歉一下今天的几位战友因为实在是没办法安保的原因,我在这向大家道歉一下啊！今天那几位战友，因为实在是没办法，安保的原因
586140,69,我没办法就是你的要求,我没办法，就是您的要求
586141,70,照相了什么,照相啊什么的
586142,71,因为当时是确实不行啊我的安保人的问题了这个绝对不能照,因为当时是确实不行啊。我的安保人员都跟我急了，这个绝对不
586143,72,这个,这个
586144,73,不但是呢我非常印象深刻啊,但是呢，我印象非常深刻啊
586145,74,这个印象深刻含们特别是在几位大美女的真实,这个绝对不能照啊。但是呢，我印象非常深刻啊！印象深
586146,75,咱们国内的现在这个现在这个90后2000后的这个小女孩啊出,咱们国内现在这个90后、2000后的这个小女孩啊！出来以后，穿
586147,76,出来后,出来以后
586148,77,穿衣也漂亮,穿衣也漂亮
586149,78,也很有礼貌,也很有礼貌
586150,79,英文假的也好,英文讲的也好
586151,80,祝你能感受到这些孩子们真是我们的未来,你能感受到这些孩子们真是我们的未来
