id,index,content,proofed
197046,1,尊敬的,尊敬的
197047,2,网友们战友们,网友们，战友们
197048,3,你们好,你们好
197049,4,这是文贵2018年1月4号,这是文贵2018年1月4号
197050,5,直播,直播
197051,6,这也是阳历的2018年第1次直播,这也是阳历的2018年第一次直播
197052,7,看到了这么多,看到了这么多
197053,8,战友们,战友们
197054,9,来到了文贵的直播平台非常的感激,来到了文贵的直播平台，非常的感激
197055,10,非常的非常的感动,非常的非常的感动
197056,11,我们的,我们的
197057,12,报料大军,爆料大军
197058,13,越来越强大,越来越强大
197059,14,愉悦来,越来
197060,15,乐团结,越团结
197061,16,这个几天不上支付要和大家沟通真的想念大家,这个几天不上直播和大家沟通，真的想念大家
197062,17,上次直播呀因为我提前做了八个题目的这个这个题,上次直播呀因为我提前做了8个题目的标题挂
197063,18,跨在我的前面,挂在了我的前面
197064,19,我是人了不能做准备之不可以准备不会说话,我这人呢不能做有准备的直播，已准备，不会说话
197065,20,所以说那天眼睛眼差吗不好,所以说那天呢，眼睛也眨巴，不好
197066,21,结果就被这个史诺亚为这个美丽娜的分开了,就被屎诺呀韦屎那些伪类们说你看那
197067,22,这个事情我今天都不准备呀,所以说我今天就不准备
197068,23,在这个一个小时以前我还没想直播呢,在一个小时以前，我还没想要直播呢
197069,24,看到了我的Instagram我的那个文贵的那个上面账号呢,看到我在Instagram 文贵的账号上发了我的信
197070,25,发了我的信息,发了我的信息
197071,26,事实上是主要的起源是什么呢,事实上主要的起源是什么呢
197072,27,这个大家都知道随着我的哥哥家人员工,呢，大家都知道，随着我的哥哥我的家人员工
197073,28,豆瓣种形没有理由的判重刑,被判重刑，没有理由的被判重刑
197074,29,而且是也非常不自然的理由非常不正常旅游直接抓进去,而且是非常不自然的理由，非常不正常的理由直接抓进去
197075,30,把我的员工价格申请的建议,把我的员工家人送进了监狱，继
197076,31,济南的时候,继那个之后
197077,32,就像我在一年前,就像我在一年前
197078,33,给所有的员工说的和在这一年内再爆料当中,给所有的员工说的，和在这一年内在爆料当中
197079,34,多次给王者说的,多次给网友们说的
197080,35,阿道为海面的那几张,们的这几招，先把你的家
197081,36,先把你的家人你抓出来疯了你的资产,先把你的家人给抓起来，封掉你的资产
197082,37,第2个回调你的名声,第二个，毁掉你的名声
197083,38,断掉你的朋友,断掉你的朋友
197084,39,然后把那个资金链成断掉,然后把你的资金链全断掉
197085,40,你跪下来,你跪下来
197086,41,落第三步把资产全部给你没收了收,后第三步把你的资产全部给没收
197087,42,你好,招
197088,43,然后拿到手,然后第三步
197089,44,这三张然后就自杀了就会掉就是啥就是啥是啥,这三招嘛，然后就自杀喽，最后叫你自杀。刺杀，不是自杀哈，就
197090,45,就是搞爱傻黑社会吗,就是搞暗杀黑社会嘛
197091,46,那么大家都知道,那么大家都知道
197092,47,把我家人员工作中,把我家人员工抓走
197093,48,把资产查封打折2015年11月10号武当代表中共中央,把资产查封，这在2015年1月10号吴征代表中共中央代
197094,49,代表孟建柱代表王岐山两位先生一和书记都已经执行了,代表孟建柱代表王岐山2为先生应该是书记，都已经执行
197095,50,那么对我们贵了账号查封资产查封的名义是坏,那么对我文贵的账号查封，资产查封，名誉损坏，把我说
197096,51,名誉损坏然后把我这是什么这个强奸罪这个郭文贵强奸,名誉损坏，把我说是什么强奸罪，郭文贵强奸。我这两
197097,52,我才看得出来你看我看不见你太搞笑了,我从来没看过，看得简直太搞笑了
197098,53,来了就被监禁了没看点胡说八道,来了就被监禁了。我一看，他们瞪眼胡说
197099,54,不会是百分百一十百分之一万宁,我不会是100%，我是10000%赢！然后发
197100,55,然后发红重威胁,然后发红通，威胁
197101,56,那么到我的合伙人那里去了,到我的合伙人那里去
197102,57,民生要不要天天让德讯才艺心,名声要毁掉，天天让博讯，财新
197103,58,还问这样一起买国内的每一个环球18号,海外的这些媒体们，国内的媒体们，还有环
197104,59,大量的,大量的
197105,60,播放特种假新闻要闻华文贵,播放各种假新闻，妖魔化文贵
197106,61,大家有看到我,大家也都看到
197107,62,那么另外一个马上就看到了现在,那么另外一个大家都看到了现在
197108,63,大家怎么判刑,大家也都看到了，那么另
197109,64,判刑然后通过法律行动或者破产,判刑，然后通过法律行动获得资产
197110,65,巴基斯坦怎么说,把你资产给没
197111,66,在判完型把人送进监狱以后他们最近三周来,在判完刑把人送进监狱以后，他们最近3周来
197112,67,做了什么事情都看到了,做了什么事情大家都看到了
197113,68,我们和华泰公司一个信托10个月,我们和华泰公司一个信托10个亿
197114,69,21在一个集合信托,的一个集合信托
197115,70,这一开始就有这个问题,这一开始就有这个问题
197116,71,华泰的信徒那是谁的老板,华泰的信托是谁呢老板
197117,72,真正老板是肖建华,真正的老板是肖建华
197118,73,肖建华的老板是中央政治局委员和两个常委的家人,肖建华背后的老板是中央政治局委员和两个常委的家人
197119,74,所以我啊太的背后老板就不能公布,所以华泰的背后老板就不能公布
197120,75,肖建华被抓了员工都归胖了6年10年12年就已经在执行了,肖建华被抓了，员工都被判了6年，10年，12年都已经在执行了
197121,76,他那个最亲近的人都已经看完行执行去了,他的最亲近的人都已经判完刑执行去了
197122,77,六个支行了一年了,有的执行了一年了
197123,78,但是华泰的老板不能说出来,但是华泰的老板不能说出来
197124,79,因为华泰的老板是政治局委员和常委,因为华泰的老板是政治局委员和常委
197125,80,What is表面是小电话7% 80控制和上海的新黄浦这东西,泰的表面是肖建华，百分之七八十控制，和上海的新黄浦，这都
197126,81,因为肖建华的钱这个章还没分完呢,因为肖建华的钱和赃还没分完呢
197127,82,着有华泰背后了,所以华泰背后呢
197128,83,据说我们这个11信托这个资产,据说我们这个十亿的信托资产
197129,84,被曾庆红先生的,被曾庆红先生的
197130,85,地理曾庆淮的女儿,弟弟曾庆怀的女儿
197131,86,爱丁堡校花样你要开动了我几次视频中都说过,曾宝宝，叫花样年华给买走了。我在几次视频中都
197132,87,所有华泰来要资产生了他只需十几号房的就够了,所以华泰来要资产的时候呢，他只需十几套房子就够了，但
197133,88,但是他为了女儿多更多的房子还先让法院来做评估他指定的听不太会,但是他为了掠夺更多的房子，他先让法院来做评估，他指定的评估单位，把你
197134,89,把你这个30万平米的房子,把你那30万平方米的房子，一
197135,90,一平方米价值房子评估的13万几平方米,一平方米价值的房子评估到13万7一平方米
197136,91,给他留下了女也着你的所有的合法的借口,给他留下了掠夺你的所有的合法的借口
197137,92,然后过度查封,然后过度查封
197138,93,47套房子经济100人,47套房子，将近100
197139,94,因为我们韩国的房子上面有四合院还有22层15层和米的层高架,因为我们盘古的房子上面有四合院，还有22层是5米的层高，价格
197140,95,价格是不一样的,价格是不一样的
197141,96,20个苹果都市110了,的评估都已经是100亿了
197142,97,现在肯定更高,现在肯定是更高
197143,98,那么这个华泰开始过度查封还华人北京三中院,那么这个华泰开始过度查封，派法警，北京三中院
197144,99,拜寿人还要录了像我这种的录像录像一出来吃饭一不会坏的,带着人，还要录着像。这时候录像，录像机执法仪从来不会坏的，然
197145,100,哪有拍下照片放上网上哪个网吧财新网,"后拍下照片放在网上，哪个网呢，财新网,香"
197146,101,香港东网线出来,香港东网先出来
197147,102,然后就是美国的国庆网要不要我认识了出来,然后就是美国的博讯网叫博文社出来。他
197148,103,他太厉害了政治统一行动,"他们太厉害了,总是统一行动"
197149,104,然后就把那个退出去,然后就是八个伪
197150,105,在那个过渡他们之后接下来的动作这一系列做法了,在那个过渡查封之后，接下来的动作就一系列的都来了
197151,106,北大方正证券在过去的吴六中,北大方正证券在过去的五六周
197152,107,致命的,周拼命的
197153,108,好呀,抛压
197154,109,方正证券票从9块钱到了600的钱,方正证券股票，从9块钱到了6块
197155,110,我上次说过了那个股价的变化也给不自然及不正常,我上次说过了，那个股价的变化，也极不自然，极不正常
197156,111,那么接着就开始北大方正,那么接着就开始，北大方正
197157,112,就是所谓的强当初上海银行,就所谓的将当初上海银行
197158,113,拜的47款转给了湖北湖北的这个武汉的财政局下载,贷的47亿款转给了湖北的武汉的财政局下边的
197159,114,然后他们要求强制执行A座写字楼原来的抵押是一层高23全部,然后他们要求强制执行，A座写字楼，原来的几家是一层到23层全部
197160,115,大概在151左右,大概在150亿左右
197161,116,现在市值,现在的市值
197162,117,他们用的是什么意思这个债务就将我们整个楼11楼到49楼,他们用了40多亿的债务就将我们整个楼，1楼到49楼全部查
197163,118,荃不察,全部查
197164,119,价值s351,价值在35
197165,120,这第2个也是法警大道之翻译,着执法仪，开着法警车，到那就
197166,121,开车警法警车到哪家店到济南下然后给当事人谈话,开着法警车，到那就bia bia bia 照几张相，然后就和当事人谈
197167,122,谈话的时候非常有意思你有什么要求吗请说然后两个值,"谈话的时候非常有意思啊--""你有什么要求吗？请说。"" 然后两个执"
197168,123,两个不同角度说法关电脑的一样微笑了给你说因为他,两个执法仪呢对着你不同的角度说，法官先念着稿子一样
197169,124,给大家造成的假象我的依法执法,"给大家造成一个假象""我在依法"
197170,125,然后会把你说的问题我都听到了但是,"然后问完以后:""你所有的问题我都听到了，但是"
197171,126,你晚上几百块去,你往上级反应去
197172,127,你找当事人去当事人是谁呀,你找当事人去。当事人是谁啊
197173,128,北大方正集团丰盛集团吧在我什么上海银行也就将明恒大的一个将令行,"北大方正集团。



方正集团把债务从上海银行也就是江绵恒的银行转给了"
197174,129,武汉的大学有事所有的名义实际还是四人还是那几个长,武汉的代持就是国有的名义，实际上还是私人的，还是那
197175,130,常委政治局委员家里的带领了湖北了一家公司,常委政治局委员家里的，带领了湖北的一家公司
197176,131,然后这个盘古写字楼故意为什么不对,然后，盘古写字楼公益被查封以后不算
197177,132,方正中间还有一个10个1的工资,方正之间还有一个十个亿的融
197178,133,这是大部分都给当时间,这十个亿融资大部分都给
197179,134,10个月就给了美大大学的一所为捐款被王恩哥李友背心,十个亿就给了北大大学以所谓捐款，被王恩哥，李友，魏新
197180,135,给骗了,给骗
197181,136,后来我在女孩子中间不专一部分是中华泰融资中的,后来我中间还补上了一部分，是从华泰融资中补的。说你看你
197182,137,说你看那个全都跑到你那怎么没有一分钱好的我们对人要搬了,说你看你的钱都跑到北大去了，没有一分钱跑到我们个人腰包里，也
197183,138,也就是那个我们现在摸不着看不着的当初一6块钱买的方正的票,也就是说我们现在摸不着看不着的，当初以6块钱买的方正的股票
197184,139,今天也得差不多了这个30年以后倾家荡产了会这个100多的,今天也跌的快差不多了，三四年以后倾家荡产了快。这个18亿股的10
197185,140,18 150票还是,股票还是
197186,141,没有升值,没有升值
197187,142,这就是所谓的青春国有资产的在家我拿一百多一幸存他们资产结果赔钱,这就是所谓的倾吞国有资产的代价， 我拿100多亿倾吞他们资产， 结果我赔
197188,143,中国有多少这样青春者的独好,中国有多少这样倾吞者， 那多
197189,144,那么挣钱都好都给带着10位的那当初在2015年的时候,那么这钱都跑到北大去了， 这10个亿呢，当初在2015年的时候
197190,145,鹦鹉怎么代表的孟建柱书记王岐山是习主席指挥图,以吴征代表的孟建柱书记， 王岐山书记受习主席之
197191,146,我这个不专注的话查中的政权156号,他们专案组说的话， 查封了政泉156套
197192,147,公寓住宅,公寓住宅
197193,148,当时评估价12,当时评估价
197194,149,现在发短价是26期一楼,现在当然价值26，27 亿了
197195,150,一直到现在,一直到现在
197196,151,从来没有求出来拍卖啊执行了还没着讲着轻松了太轻松了,从来没要求说拍卖啊， 执行啊，还你这10个亿，那简直是轻松啊， 太轻松了
197197,152,二街大家都知道我们在上海平安,而且大家都知道，我们在上海平安
197198,153,只有我们村有1美元现金,支行，我们存有5亿美元现
197199,154,12 1人民币,2亿人民币
197200,155,西塔朝加70级人民币,现金，12亿人民币
197201,156,所有的包包还信用卡呀各种私人商家企业几个亿了,所有的， 包括我的信用卡啊，各种私人账户加一起也几个亿呢，所
197202,157,所有往右5亿现金给11人民币查到现金,所以我们有5亿现金，几十亿人民币查到现
197203,158,他不让我们用不让我玩,他不让我们用，不让我
197204,159,我们这几年的营业额占有几个亿也不知道我的洞洞一分钱都不行只有他们自,我们这几年的营业额账上也有几个亿，也不让我们动，动一分钱都不行， 只
197205,160,可发射吗,和发社保
197206,161,所以我花他的钱罐子玩北大的钱也不让你还施工单位的钱也不让你玩,所以华泰的钱不让你还，北大的钱也不让你还，施工单位的钱也不让
197207,162,这种过来导致了,这就后来导致了
197208,163,这30年来每年增加大概31的残废,这3，4 年来， 每年增加大概30亿的财
197209,164,这个北大方正要求查封盘和写字楼的部分写字楼在那个债务,这个北大方正要求查封盘古写字楼的，那部分写字楼的那个债
197210,165,挂牌要求的利息加法器家里家是60%的利息,光它要求的利息加罚息加累加是60%的利息
197211,166,60%北大声音他给香港的黑社会上树的还行,60% 啊， 北大有多黑啊，它比香港的黑社会放数的还黑，啊，实
197212,167,实在是太厉害太勇敢了太敢了,实在是太厉害， 太有胆了，太敢了
197213,168,那么这些钱去不了我们还他们就越不让我们就动也不让经营,那么这些钱既不让我们还，他们就越不让我们动，也不让我们经
197214,169,造就了一年总是30厘米,造就了一年损失30个亿
197215,170,浙江金三年多地查封100个月,这将近3年多的查封，100多个亿，也
197216,171,就是一个北大的方程中点是没有,就是一个北大的方正证券的18亿
197217,172,股的股票的证券这个这个价是多少钱的今天也120个月,股的股票证券，价值多少钱呢，今天也120个亿。他们一直多
197218,173,他们一直多次查封现在已经是流通股票了,他们一直多次查封，现在已经属于流通股票了
197219,174,还得给大手里,在北大手里
197220,175,那么查不了你的盘子写字楼死,那么查封了你的盘古写字楼资
197221,176,公寓,公寓
197222,177,然后了又开始了开始北大方正证券要求马上11月14号,后呢，又开始呢， 开始北大方正证券要求马上1月14号
197223,178,珠海鸿禧重选,正证券要求
197224,179,2月14号啊方正证券的董事会,啊，1月14号，方正证券的董事会
