id,index,content,proofed
171872,1,干什么好你们健身了吗,的战友们好， 你们健身了吗
171873,2,哎呀今天是,吗？今天是
171874,3,5月22日,友们
171875,4,四好啊,蚁1号
171876,5,这个向大家问好,了， 向大家问候
171877,6,简单的给大家说呀这是天我真的是高度关注的是,简单的跟大家说啊， 这几天我高度关注的是马来西
171878,7,马来西亚还有委内瑞拉,马来西亚还有委内瑞拉
171879,8,很多人那个给我发个信息给我翻译他们对委内瑞拉的看法,很多人给我发来信息，说关于他们对委内瑞拉的看法，我
171880,9,这个我就不能依着这个说了,在这再次重申， 委内瑞拉
171881,10,但有些事情了,但有些事情呢
171882,11,我想大家来了一会再次重申的,我想在这再次重申， 委内瑞拉的
171883,12,委内瑞拉的事情,委内瑞拉的事情
171884,13,不行你说是他今天挣钱突然厉害,不仅仅是它政权突然间一选就没
171885,14,就医选就没了就倒了当然那个奇迹是非常好怎么唱他说了,"间一选就没了，就倒了， 当然那个奇迹是非常好的，

可是更重要"
171886,15,可是症状的我们看到的是奥委内瑞拉和我们,可是更重要的是我们看得的委内瑞拉和我们
171887,16,中国现在的政治形势,中国现在的政治形势
171888,17,有太多小时,有太多相似
171889,18,就是查韦斯的前妻,太像查韦斯的前期
171890,19,太相差太差了,太像查韦斯
171891,20,然后在这个我的团队在这个委内瑞拉看到了,查韦斯的前期，我的团队在委内瑞拉看到的
171892,21,亲身经历了,亲生经历的
171893,22,大家都是肯定是不相信的,大家肯定都是不相信的
171894,23,都无法想象的,都无法想象的
171895,24,走过去一个什么样的那个繁荣的国家,无法想象的， 过去这么一个繁荣的国家
171896,25,一个世界上又有什友圈最多的国家,一个在世界上拥有石油最多的国家
171897,26,平均GDP能打胎,家，人均GDP 达到
171898,27,你可以说能达到700万的700万的,国家，人均GDP 达到7-8万美金的
171899,28,那个大概是几十一通,大概是几十亿桶
171900,29,打石油的,石油的
171901,30,排第1的,排第一的
171902,31,这么的国家而是拥有绝对的地理优势,这么一个国家， 而且拥有绝对的地理优势
171903,32,结果现在搞成这个样子,结果搞成现在这个样子
171904,33,那么,那么
171905,34,这个这几天,这几天跟
171906,35,跟国内的所有的朋友联络当中发现很,跟国内的朋友的联络当中发现很
171907,36,很夸张的事情,很夸张的事情
171908,37,就现在所有的党内干部,就是所有的党内干部
171909,38,所有的党的干部同志,所有的党内干部接到
171910,39,物理完不能挂字画,屋里不准挂字画
171911,40,你要挂冠也不准说话相机光圈只能看,内干部接到通知， 屋里不准挂字画，挂相片只能
171912,41,习主席了,习主席的
171913,42,当然了网路行网王岐山书记也可以刮刮乐是否去,当然了王岐山主席的也可以挂， 挂到厕所去，然后
171914,43,王茜上的可以挂挂车水,王岐山主席的也可以挂， 挂到
171915,44,也可以,也可以
171916,45,这俩可以了,主席的也可
171917,46,然后书,然后书
171918,47,要么读书要读你那个拐侠专业的书,要不你读你那个管辖专业的书，其他的书
171919,48,其他人说你不能读,其他的书你不能读
171920,49,你不对主城夜总会呀,你不能读， 什么夜总会啊
171921,50,什么今天没呀是不是啊,什么夜总会啊， 金瓶梅啊
171922,51,什么洛克的政治学校,瓶梅啊，洛克的政治学啊，国家
171923,52,国家论那正义论的那里不能读那读了那个是违规甚至是要收拾你,"国家 论， 正义论啊， 那不能读， 读了是违规， 甚至要收拾你。


然后现"
171924,53,然后现在官员很多人的这个车开车也很受讲究,然后现在官员很多人开车也很受监督， 监察委
171925,54,受监督,受监督
171926,55,监察委,监察委
171927,56,我爱你,委，纪
171928,57,纪委也管理,纪委管你
171929,58,太湖丽江理解法,然鼓励检举揭发
171930,59,是的更要鼓励,甚至更鼓励
171931,60,钢高干的什么干部的领导人的子女,检举揭发。 甚至更鼓励高干子女揭发
171932,61,如果按揭发了,干子女揭发
171933,62,父母,父母
171934,63,家人,检
171935,64,又开,有开
171936,65,尾张的车外面有多余的房那只是属于忠诚,违章的车， 外面有多余的房，那属于忠诚
171937,66,拿着水果,那属于忠
171938,67,所以啊,所以
171939,68,很多朋友这个这个这个,很多朋友， 多个方
171940,69,这个多个方面给我讲了以后我很惊讶,多个方面给我讲了以后，我很惊讶
171941,70,非常之惊讶,非常惊讶
171942,71,这个昨天我和这个,政法委的高官呢，我
171943,72,南京的,南京的
171944,73,我的一个下属,我的一个下属
171945,74,因为他爸爸现在还是关了政法委的高官,一个下属，他爸爸现在还是政法委的高官呢
171946,75,我说怎么样什么最近什么情况,我说怎么样啊， 最近什么情况
171947,76,还好电话都不敢说,话里不敢说， 全家都在
171948,77,我们全家现在电脑当年没听,敢说， 全家都在念叨， 当年没听
171949,78,过数的话,郭叔的话
171950,79,因为当年我全的问你们全家都已经评,因为当年我劝说你们全家都移民
171951,80,叫你老爹的绕过,叫你老爹在那儿过
171952,81,你就别老想发你的棺材那天旧腐败进去了,你别想着发你的官财， 哪天就腐败进去了
171953,82,他是双胞胎的微你俩闺蜜到了美国因为那个,他是双胞胎闺女，在UCLA 读书，好漂亮的闺
171954,83,UCLA,UCLA
171955,84,我想去大学读书,闺女，在UCLA 读书
171956,85,好漂亮的闺女,好漂亮的闺女
171957,86,现在不回去了,现在也不回去
171958,87,他也到了他爹出不来他关吗正发了这边他也出不来,他爹出不来，是官吗，他也出不来，没给原因
171959,88,啊我不是你打出来了他说没给原因就是变空了不让出去,来，是官吗，他也出不来，没给原因，就是边控了，不让出去
171960,89,也没醉就是不让出来了,"也没罪。


接下来是什"
171961,90,接下来是什么结局大家去想一下,接下来是什么结局，大家去想想
171962,91,官员的家人有影响一家人不尽不知处,官员的家人， 有影响力的家人不仅不准
171963,92,或者对每个领导造成威胁的找其他理由,或者对某个领导造成威胁的，找其他理由
171964,93,不准出国,不准出国
171965,94,边控,边控
171966,95,从法律边空的这个词,从法律边控这个词
171967,96,几讲过度喂,即将过度
171968,97,过去历史上中国几千年来大家这宵禁,过度到历史上几千年 来， 大家叫宵
171969,98,和国际,和国禁
171970,99,也就是邓小平先生啊,也就是邓小平先生打
171971,100,这个,这个
171972,101,把打开关门的叫闭关锁国,打开的那个闭关锁国
171973,102,这个这个从党内,这个从党内， 
171974,103,从这个大企业家身上现在已经开始了一年多了,"从大企业家身上已经开始了一年多了。


你们查"
171975,104,大姨说什么这企业家拿起来你能随便出国吗现在你们过查查,"大企业家身上已经开始了一年多了。


你们查查， 中国的前"
171976,105,中国的前50名企业家最近都谁在国外话那天早上好,中国的前50个大企业家最近谁在国外晃荡， 您找找，头
171977,106,你找找啊,您找找
171978,107,是吧,时间
171979,108,这个头一点时间有一个在中国出来的企业家,找，头一段时间有一个中国出的企业家在
171980,109,在纽约买的房子,在纽约买的房子
171981,110,432把买的房子,约买的房子
171982,111,叶简明也中了,叶简明也住那儿
171983,112,叶简明叶中的,叶简明也住那儿
171984,113,房子办完手机没多长时间,房子办完手续没多长时间
171985,114,就有不明人士,就有不明人士
171986,115,就是通过中间商怎么做种关系开始了解这个房子,就有不明人士通过中间商，以及各种关系开始了解这
171987,116,这个人曾经问我,这个人曾经问我
171988,117,他说是什么回事你可能开倒霉了,他说是不是查叶简明查到我这来
171989,118,他说是不是茶叶家你查到我这来了,他说是不是查叶简明查到我这来了
171990,119,我你去想想我吗你该倒霉了,我说你可能该倒霉了
171991,120,因为这不正常,想吧， 这不正常
171992,121,这肯定是盗国贼海外的沉默力量在了解,正常， 肯定是盗国贼海外的沉默力量在了解
171993,122,问你的钱有什么问题没有啊我们俩结婚前都是个保证了,问题， 没问题啊， 我的钱都是合法挣得，你有没有得罪当官的
171994,123,你喝吧这么的,合法挣得
171995,124,但是有没有得当官的,得罪当官的啊，有没有
