id,index,content,proofed
635235,1,董总,
635236,2,龙龙,
635237,3,中龙中龙,
635238,4,这个好这个这个,
635239,5,这个好,这个文
635240,6,蓉蓉,总统
635241,7,有什么也没有声音啊哇真的,友们：这个文贵刚刚
635242,8,看看这个这个是像头啊后面那个彩乔丹的看明白了吗各种岩岩,"看明白了吧？

亲爱的兄弟姐妹们、亲爱的战友们：这个文贵刚刚参加完"
635243,9,颜色彩桥啊,刚参加完
635244,10,大家看明白了吧,大家看明白了吧
635245,11,亲爱的兄弟姐妹们亲爱的兄弟9000的战友们,亲爱的兄弟姐妹们、亲爱的战友们：这个文
635246,12,这个文贵呀刚刚参加完总统也会回来啊总统也会回来,这个文贵刚刚参加完总统宴会回来，刚刚回到我的
635247,13,刚刚的回到我的床上,刚刚回到我的船上
635248,14,这个,这个
635249,15,我给那个战友买了几句说几句,我得给战友们聊几句啊，得说几句
635250,16,那你干什么说几句啊,给战友们说几句啊
635251,17,二主要说啥呢就可以占有上说这个,啊，主要说啥呢要给战友们要说？这个
635252,18,我们应该高度的,我们应该高度的
635253,19,我今天第3次比我高度的重视,我今天第三次直播，高度的重视
635254,20,要向国内的同胞们,要向国内的同胞们
635255,21,传播现在,传播现在
635256,22,在世界上正在发生,在世界上正在发生
635257,23,喝已经发生了,和已经发生的
635258,24,所有的事情,所有的事情
635259,25,这个太重要了,这个太重要了
635260,26,我想说一下子几点啊今天晚上见到的这个世界上,"我想说以下的几点啊。

今天晚上见到的世界上精"
635261,27,精英中的精英,精英中的精英
635262,28,和这些,和这些
635263,29,直接,直接
635264,30,和我们的国家民族,和我们的国家、民族
635265,31,所有人命运息息相关的人,所有的命运息息相关的人
635266,32,所有人都能感受到,所有人都在感受到
635267,33,来自武汉一行的危险武汉一情已经是全世界,来自武汉疫情的威胁。武汉疫情已经是全世界
635268,34,最最关注的事情,最最关注的事情
635269,35,最最担心的事情,最最担心的事情
635270,36,在这种情况下,在这种情况下
635271,37,任何一个国家和民族,任何一个国家和民族
635272,38,说做出的角色,所作出的决策
635273,39,可能就是极端的,可能都是极端的
635274,40,这个极端的对谁都是不好,这个极端的对谁都是不好
635275,41,不要说的是任何国家任何民族,的。不要说是任何国家、任何民族
635276,42,对谁都是不好的,对谁都是不好的
635277,43,下个星期姐妹们所以在这个方面上,爱的兄弟姐妹们，所以在这个方面上
635278,44,我希望大家一定要记住,我希望大家一定要记住
635279,45,要放掉,要放掉
635280,46,放弃掉,放弃掉
635281,47,任何所谓的,任何所谓的
635282,48,仇恨,仇恨
635283,49,和个人的恩怨,和个人的恩怨
635284,50,应该让国内的同胞知道真相,应该让国内的同胞知道真相
635285,51,现在共产党做的最上尽天良的,现在共产党做的最丧尽天良的
635286,52,最不像中国老百姓知道了,最不想中国老百姓知道的
635287,53,就是真像他等一下,"就是真相。**

就"
635288,54,就所有的共产党现在要做的事,就所有共产党要做的事情，就
635289,55,就是不想让我们的同胞让中国人知道真相,就是不想让我们的同胞，让中国人知道真相
635290,56,而我们现在战友要做的拜托占用要做的我们就是要让同胞吃,而我们现在战友们要做的，拜托战友们要做的，我们就是要让同胞
635291,57,可以毫不夸张的说,可以毫不夸张的说
635292,58,如果在未来的一两周内,如果在未来的一两周内
635293,59,没有惊天的逆转,没有惊天的逆转
635294,60,中国人真的要回到石器时代,中国人真的要回到石器时代
635295,61,这不是开玩笑的,这不是开玩笑的
635296,62,这世界人民对自己的生命安全,世界人民对自己的生命安全
635297,63,和对自己独立的安全的这种担心,和对自己族类的安全的这种担心
635298,64,导致格格,导致各个
635299,65,政治家,政治家
