id,index,content,proofed
467366,1,第1个,
467367,2,Lau media文盛Dr,
467368,3,厨房比赛,
467369,4,翻墙挺国B4文颖的6美元啊,
467370,5,东莞载第5任ed6战友战友国,
467371,6,第7,
467372,7,为了未来的吧东莞载下载说了容颜的酒,
467373,8,Hg255d时大漠孤烟翻墙来煲汤,
467374,9,CMCC psvr,
467375,10,所以这么好心里就那么好啊,
467376,11,哎呀有点卡,
467377,12,有点卡吗这可是你的问题肯定不会卡,
467378,13,肯定会卡卡就是你的问题了,
467379,14,为什么在应该用的核武器啊,
467380,15,家有了好啊,
467381,16,小李子,
467382,17,石头石头,
467383,18,亲爱的你们好这是纽约时间8月5号,亲爱的战友们好！这是纽约时间8月5
467384,19,文贵报平安直播,文贵报平安直播
467385,20,这个,这是
467386,21,今天是美国纽约时间星期一,今天是美国纽约时间星期一
467387,22,星期一所以说战友们,星期一。战友们要
467388,23,看到就是说我们这个,看到，我们今
467389,24,要么穿得稍微今天今天要穿西装上班应该还要,要看到，我们今天要穿西装上班，因为今天还要开
467390,25,今天还要开几个会吧还要开几个会,"今天还要开几个会。


很有意思"
467391,26,所以说,可以说
467392,27,所以说战友们这个,所以说，战友们啊
467393,28,今天是纽约的天气时间这个,近期最累的一天，昨天虽然是星期
467394,29,大陆的亲戚时间已经过了吧看了这些时间已经过了,到了十一点的时候上床睡觉，睡了以后醒来，两个
467395,30,很有意思啊很有意思,觉，睡了以后醒
467396,31,昨天啊经历了可以说历史上最重要的一天啊,昨天大概到了十一点的时候上床睡觉
467397,32,这就要一天,再睡觉
467398,33,那么大家也都看到了我就不详细说了,来，两个半小时。哎呦！像飞了
467399,34,这个,飞了
467400,35,文桂用蒙对了,了以后醒来，两个
467401,36,又蒙对了你说啥你说啥,一点的时候上床睡
467402,37,悠蒙对了,有很多很
467403,38,谁说战友吧,时候上床
467404,39,昨天是也是我最近的积累了一些这类旅行,睡了以后醒来，两个半小时。哎呦！像飞了一
467405,40,昨天是,再睡
467406,41,虽然这几天很多很多事情前面一晚上没睡觉,睡一觉。六点钟醒来真舒服。现在浑身就感觉清
467407,42,昨天到了大概,睡完觉再打电
467408,43,11点10后上床睡觉,电话再睡觉，睡完
467409,44,说了以后我这个,睡了以后醒
467410,45,写完两个表示哎哟像飞一样,来，两个半小时。哎呦！像飞了一样
467411,46,然后打电话,然后打电话
467412,47,打电话在睡觉,打电话，再睡一觉
467413,48,再说一下,再睡觉
467414,49,6点钟新闻真舒服,点钟醒来真舒服
467415,50,现在回声啊就能感觉去清爽的不行了这个,"现在浑身就感觉清爽的不行了。


香港"
467416,51,香港的早晨很美丽,香港的早晨很美丽
467417,52,很美丽啊,很美丽
467418,53,香港12太美了城市了,香港的早晨很美丽，香
467419,54,太美了,太美的
467420,55,一个朋友把一个战友,一个朋友，一个战友
467421,56,在香港的,在香港的
467422,57,在香港的前面,在香港的前面
467423,58,在大海上他驻港部队的前面,在大海上，驻港部队的前面
467424,59,军舰上不发了个视频,军舰上，给我发来了视频
467425,60,也不能说拍的啊我觉得挺好我觉得大家分享分享,也不知道啥时候拍的，我觉得挺好，我就跟大家分享分享
467426,61,哎呀亲爱的再现在啊目前来看,爱的战友们啊！现在目前来看，香
467427,62,香港的事情的发展,香港的事情的发展
467428,63,一点也没有,一点都没有
467429,64,一点都没有,一点都没有
467430,65,处处闻对的意思,出文贵的预测
467431,66,或者说是文贵的,或者和文贵伟大
467432,67,伟大的占用的情况,伟大的战友们提供的情
467433,68,一点都没有变,一点都没有跑
467434,69,咱们的战友们的力量和战友们实在太伟大,咱们的战友们的力量和战友们实在太伟大
467435,70,太美了,太伟大了
467436,71,真的是不能用什么话来形吗,真的是不能用什么话来形
467437,72,感激不尽,感激不尽
467438,73,但是,但是
467439,74,我知道,我知道
467440,75,战友们现在,战友们现在
467441,76,非常非常担心,非常非常担心
467442,77,非常非常想到点会不会戒严,非常非常想到底会不会戒
467443,78,什么时候戒严,什么时候戒严
467444,79,那你们来看的视频的时候,你们在看这个视频的时候
467445,80,一切都在进行中,一切都在进行中
467446,81,一定会这样,一定会戒严
467447,82,而且共产党一定是水路,而且共产党一定是水路
467448,83,66,行
467449,84,天上,产党
467450,85,同时并进,同时进行
467451,86,而且穿着就像砸会军一样,而且穿著就像杂牌军一样，还
467452,87,海底小龙全集,立的维护香港利
467453,88,穿着什么,穿著什么
467454,89,这个中国防暴警察呀,什么中国防暴警察啊
467455,90,中国什么这个专为香港成立的,中国专为香港成立的维护香
467456,91,这个维护香港利亚保护香港公共设施,立的维护香港利益啊、保护香港公共
467457,92,保护香港人民的什么什么特别的,保护香港人民的什么什么，特别
467458,93,不对呀行动组啊,部队啊，行动组啊
467459,94,你放心,你放心
467460,95,姐姐我说哪一个好多名字一定不相信但事实上,戒严，但事实上在全世界都是有定义的。那不是你想
467461,96,这在全世界里面都是定义的那不是他想说啥就说啥他叫公安,在全世界都是有定义的。那不是你想说啥就说啥的，他叫公安，实
467462,97,19就是警察,就是警察
467463,98,他现在叫我公安部穿的官服上时间的本质是天雷,他叫公安，不穿公安服装，实际上本身是PLA，都是解
467464,99,不是解放者打字大都怀着16个月孩子似的,中国的警察肚子大得都像怀著16个月孩子似的
467465,100,他踏上香港就没问题,他到香港维谁稳去，香
467466,101,小14小时先大陆警察一直么多版本,小时、四小时大陆的警察一折腾都完蛋
467467,102,用这个河南话说都万龟的,用河南话说，都「完球蛋
467468,103,怎么可能来了警察你看看,怎么可能还让警察在
467469,104,那个白装备那个车呀你会看的车吗,那车吗？香港那大热天的又潮湿
467470,105,有空的车吗,用那车吗
467471,106,香港的热天大哥家里又潮湿,香港那大热天的又潮湿
467472,107,这四个小时自己都通过就把它保护它,站上四小时自己都昏过去了，还保
467473,108,直接的时候还得就得了,直接扔海里去就得了
467474,109,不是骗我你看的年龄,都是PLA，你看那年龄
467475,110,你看到年龄,你看那年龄
467476,111,你看到生吧,你看那身板
467477,112,再有这个我们的内部的信息,战友们，我们的内部的信息
467478,113,非常清楚记录记录并进,非常的清楚，几路并集，一
467479,114,一定就代表宝宝什么时候先保护公共设施机场啊,一定记住，大家要看著啊，先保护什么，先保护公共设施。机
467480,115,水蜡,水
467481,116,Father,保护
467482,117,九龙往香港的隧道啊,九龙某香港的隧道啊
467483,118,驻港部队的总部啊,驻港部队的总部啊
467484,119,什么认几个敏感的大桥啊一定给大家的印象我是来维护公益的,总部啊、几个敏感的大桥啊，一定给大家一个印象，我是来维护
467485,120,保护香港人民的核心利益社会安全治安保障,保护香港人民的核心利益、社会安全、治安保障
467486,121,然后是香港一个人的出来点欢迎这个,然后，香港一堆人出来喊，哎呀！欢迎
467487,122,这个坚持和维护,的核心利益、社会
467488,123,这个到香港来了什么指挥部啊维护香港的安全让我感动得流泪呀没法,呀！欢迎到香港来的指挥部啊，维护香港的安全啊，我们感动的流泪啊，没法活了，有
467489,124,是啊,治啊
467490,125,你放心,你放心
467491,126,香港人民渴求,香港人民渴求
467492,127,你不来不懂啊不行了,你不来不中啊，不来
467493,128,都政府,都给你出
467494,129,共产党演戏他那套和你有时候觉得很可笑,共产党演戏。有时候，那话你觉得很可笑
467495,130,几十年不变装大陆人,几十年不变招，在大陆
467496,131,是不是啊,时候，那
467497,132,强奸人家,强奸人家
467498,133,你的孩子是不是把一家男女都玩了是吧,你觉得很可笑，几十年不变招，在大
467499,134,男的送的当兵的,男的送到当兵
467500,135,女的妈妈姐妹还说什么你们家的荣幸,女的妈妈、姐妹都给玩了，还得告诉人家什么，你
467501,136,你们家的,你们家很
467502,137,那你不知道拔罐烧高香了,那你们家八辈儿烧高香了
467503,138,能被我完全家那你就完了,能被我玩全家呢，你们就
467504,139,这就是,这就是
467505,140,现在你看看那个,现在你看看中
467506,141,主要的还有中国的地方的电视台,中央台，还有那地方的电视台，还有
467507,142,还有大家现在看这两天直播最重要的大纪元让人太佩服了,还有大家看这两天直播最重要的，大纪元让人太佩服了
467508,143,大纪元这个这个这个媒体,大纪元这个媒体，还有苹
467509,144,还有苹果直播,还有苹果直播
467510,145,冒着风险在现场直播,冒著风险在香港直播
467511,146,大家你们可以看到,大家你们可以看到
467512,147,所有厦门的留言,所有下面的留言
467513,148,大家要记住我人家很容易可以把你屏蔽掉我就完了,大家要记住啊，人家很容易可以把留言给你屏蔽掉不就完
467514,149,80%,80%
467515,150,有说达到90,有时候达到90
467516,151,又说,有时
467517,152,不低于50,不低于50
467518,153,都是共产党的,都是共产党的
467519,154,把同样的话,骂同样的话
467520,155,卢本出牛逼,卢本伟牛逼
467521,156,然后说话这个灭掉什么你们去四川,还有什么你灭掉他们，你们去自
467522,157,你们去死去那个香啊就拿来瞧瞧不起呀,你们去香港警察里面抢武器啊，你
467523,158,你们的广东话,你们的英国爹啊
467524,159,你们的英国给你们英国的呀,你们港奴啊，你们的英国爹啊
467525,160,你看就这个天来没变过和别人,你看就这些天来，没变过
467526,161,就这么香港还是香港人,就这么辱骂香港人！从未见
467527,162,红梅将往我们都和这些太短了不活了,号，就这么辱骂香港人！从未见过，我们都活的
467528,163,是50岁和60岁又说这事你还得赶快下,"十岁，五六十岁。


哎呦！说到这我得赶快"
467529,164,前天下午,前天下午
467530,165,由于被熊现了这个威胁最爽,由于被熊宪民威胁、追杀，像
467531,166,像国内一样还有这个在庭上被卫视着威胁杀死我,像共产党一样；还有在庭上被韦石威胁杀死我。还有这
467532,167,还有这个叫张伟的,还有这个叫张维的
467533,168,还有这个,还有这个
467534,169,这个叫什么江涛死的平江江桃子,这个叫张维的，还有这个叫姜涛
467535,170,这些人威胁要傻,这些人威胁要杀
467536,171,所以说我很害怕,所以说我很害怕
467537,172,惊慌失措精神错乱,惊慌失措，精神错乱
467538,173,在那天那个前天下午这个两句话说错了我要澄清一下关于,"在前天下午直播当中有两句话说错了，我要澄清一下。


关"
467539,174,我想说的事情,我想说的是，就
467540,175,就是我们这个年龄大概45岁到65岁之间,就是说我们这个年龄，大概在45至50岁到
467541,176,为什么那么多民运分子,为什么那么多民运分子
467542,177,那就试试啊,单就是那
467543,178,还有现在打人骗人的,还有现在打著民运
467544,179,原因非常简单,原因非常简单
467545,180,就那个年代赶上了8964都是大学生,就是那个年代赶上了89·64，都是大学生
467546,181,那个时代了也被共产党洗脑最厉害了,那个时代被共产党洗脑最厉害的
467547,182,而这个时代的现在使用社交媒体的手段上了没有粘性强但是,"且这个时代的人在使用社交媒体的手段上没有年青人强。


但是，这"
467548,183,这个你要在现在目前我告诉大家这是我们的核心力量,这个年代的人，现在可以告诉大家这是我们的核心力量
