id,index,content,proofed
121103,1,曾经的战友们好,尊敬的战友们好
121104,2,这个刚刚那在以色列的,好啊，刚刚在以色列的
121105,3,科技创新论坛,科技创新论坛
121106,4,这个王岐山哪,昨天晚上
121107,5,这个和马云一两位先生刚刚的结束了讲话,岐山和马云两位先生刚刚结束了讲话
121108,6,那么今天是正式的开幕,话，今天是正式的开幕
121109,7,昨天晚上了他他们那个时间啊,昨天晚上那个是小规模的
121110,8,那个的事,那个是
121111,9,小规模的,小规模的
121112,10,Vvip的,VVIP的
121113,11,一个音节晚宴,一个迎接晚宴
121114,12,今天正式开幕大概有1000人,今天正式开幕大概有1000人
121115,13,王岐山先生讲的话的和昨天讲的没什么两样,王岐山和昨天讲的没什么两样，马云今天讲
121116,14,马云今天讲话了,马云今天讲话了
121117,15,这个王岐山人今天的状态,000人，王岐山和昨天讲的没
121118,16,请问美国的禁的还有吗,呀，听我美国的基金朋友
121119,17,做非常不好,非常不好
121120,18,非常不好,非常不好
121121,19,他发现王岐山先生还有两个就是弄孙一生,态呀，听我美国的基金朋友说非常不好，发现王岐山旁
121122,20,然后呢1469也告诉他说他说这个是他的私人医生,列的警卫也告诉他说这个是他的私人医生，看出他
121123,21,看这个精神状态非常不好,看出他精神状态非常不好
121124,22,也是强颜欢笑,也是强颜欢笑
121125,23,硬撑着身体非常差,硬撑着，身体非常差
121126,24,马云先生那这个,马云先生呢，喝
121127,25,喝了很多咖啡他们看他,喝了很多咖啡，早餐的
121128,26,早餐的时候这个喝了很多咖啡,早餐的时候喝了很多咖啡，而且
121129,27,而现在状态不好,而且状态不好
121130,28,哎呀是强撑着应成长,也是强撑着，硬撑着
121131,29,马云先生一如既往的就是那老一套都讲过的话,马云先生一如既往的，老一套，都是讲过的话，然
121132,30,然后再组合组合组装组装最后还剩一套,然后在组合组合，讲的总体来讲还是不错
121133,31,讲的是总体来讲是不错的,讲的总体来讲还是不错的
121134,32,但是呢,但是
121135,33,整体来讲王岐山先生的这个状态非常非常,整体来讲王岐山先生的状态非常非常
121136,34,跟这个昨天晚上以色列时间,好，昨天晚上以色列时间
121137,35,那个不太一样,间，不太一样
121138,36,稿子基本都是一样就没有什么改,稿子基本都是一样，没有怎么改
121139,37,另外一个这个基金朋友啊发现一个很有趣的问题,另外基金朋友发现一个非常有趣的问题
121140,38,他们私下有人跟以色列的官方,他们私下里吗跟以色列的官方
121141,39,还有一些国防啊这些情报人员,还有一些国防呀情报人员
121142,40,怎么看待王岐山现在干吗呢,怎么看待王岐山先生和马
121143,41,他们很清楚,他们很清楚
121144,42,非常幸福,非常清
121145,43,说他们来干啥我们很轻,说他们来干啥我们非常
121146,44,我们和我们原则也很清楚,我们原则也很清楚，二
121147,45,二流的技术,二流的技术
