id,index,content,proofed
86076,1,纽约时间,
86077,2,非常,非常
86078,3,新年快乐,新年伊始的
86079,4,卡的信息没有声音了你知道吗,卡丽熙女士的专访，你也是我们
86080,5,放视频没有声音,访，你也是我们爆料革命
86081,6,有时间,有战
86082,7,发给他们,革命当
86083,8,陌陌,我们
86084,9,哈利西你是好尊敬的战友们好新年快乐,常荣幸接受卡丽熙女士的专访，你也是我们爆料
86085,10,重要的是,重要的一
86086,11,我非常的荣幸接受卡利息女士的专访你也是我们爆料革命当中,非常荣幸接受卡丽熙女士的专访，你也是我们爆料革命当中
86087,12,特别重要的一个战友,特别重要的一个战友
86088,13,这个我们经历了很多,战友，我们经历了很多
86089,14,我们所有的战友和我一起经历了,我们所有战友和我们经历了
86090,15,最有意义的最有价值的过去的一年的时间,最有意义的，最有价值的，过去的一年的时间
86091,16,我们也创造了历史,我们也创造了历史
86092,17,在此,在此
86093,18,新年时刻我最想说的实际上就是三句话,新年时刻，我最想说的实际上就是三句话
86094,19,希望所有的战友和家人的健康,希望所有的战友和家人们健康
86095,20,希望所有的,希望所有的
86096,21,战友和家人可视系统茂坪感然后希望所有的10岁中,战友和家人们健康，希望所有的十四亿同胞平安，然后希
86097,22,拥抱在血1019年,同胞在2019年
86098,23,少赔点钱,少赔点钱
86099,24,这就是我的翻译话因为能保命保健康不赔钱就是2019年的幸运,这就是我的三句话。因为能保命，保健康，不赔钱，就是2019年的幸运
86100,25,咱就别怪小了,咱们就别过
86101,26,然后呢这就是我给所有的同胞和战友们的祝福和希望谢谢他的机械设备,就是我给所有的同胞和战友们的祝福和希望，谢谢卡丽熙，谢谢所有的战
86102,27,好的请开心,和希望，谢谢卡
86103,28,好的卡里去你是我这个回答您这个问题,幻想了，这就是我给所有的同胞和战
86104,29,我认为这个问题是所有的中国人和关心中国的国际上朋友,我给所有的同胞和战友们的祝福和希望，谢谢卡丽熙，谢谢所有的战
86105,30,都关心的问题啊,多的战友给我们发
86106,31,那么简单的说,大家解答，您看可
86107,32,中国只有依法治国,中国走向自由民
86108,33,才能让,能阻挡
86109,34,不管是百姓和政治家都能安全,变革正在中国酝酿。问题是
86110,35,只有依法治国刚才说是治理的制只有一法能治理的制度的质疑法,制走向自由的过程中，如何让十四亿人民，中国百姓，付出尽
86111,36,自我,小
86112,37,单子让国家长治久安让所有人才能安心乐业的,十四亿人民，中国百姓，付出尽可能小的代价来完成
86113,38,国家生死以,如何让十四亿
86114,39,第2个是让国家有这个信仰,变革正在中国酝酿
86115,40,那么热的信仰自由,个方面分析的话
86116,41,喝在法律框架内,势各个方面分析
86117,42,让大家都有信仰的空姐,任何力量都不能阻挡的
86118,43,这是让中国人过得快乐和欢喜,正在中国酝酿。问题
86119,44,这是中国人现在,政治变革正在
86120,45,不至于因为人心道德沦丧,姓，付出尽可能小的代
86121,46,整个社会充满了暴躁,中，如何让十四亿人民，中国百
86122,47,和不安,何让
86123,48,唯一的办法,都应该
86124,49,那么这就是说必须有信仰与信仰之国,命，这是每个负责人的中国人都应该
86125,50,第3个就是一定在中国人民要在全世界向前成为一个和平的力量,尽可能小的代价来完成这个革命，这是每个负责人的中国人都应该
