id,index,content,proofed
403096,1,最近在干什么好啊6月11号啊,
403097,2,小朋友吧祝所有的小朋友,小朋友们！郭叔叔祝所有的小
403098,3,6月1号儿童节快乐啊,6月1号儿童节快乐！哈
403099,4,去了再给爷爷了我都会啊我爷爷来了,啊。郭爷爷了我都快。不容易啊，小
403100,5,哎呀,啊，小
403101,6,不容易啊小朋友啊小朋友啊,不容易啊，小朋友们。（打招呼
403102,7,第1个是谁呀,你的事儿，不是
403103,8,例如果3A第1,容易啊，小
403104,9,Mma tcr第2大圣第3,监视。声音
403105,10,Tc4英国占有第5,挺好。整的一堆机
403106,11,Capital of rd6,天好多了
403107,12,然后的72b can文联第7小百合地方,音比昨天好多了。哎呀，我发现这个
403108,13,多了大熊猫的酒,多了。哎呀，我发现
403109,14,Wmp by2第12的是刚说过了,声音比昨天好多了
403110,15,Market 3rd 12英国占有,声音比昨天好多
403111,16,好了好了好了好了好了好了,好多了。哎呀，我发现这个专
403112,17,假发,机面
403113,18,小王打的不容易啊赞英文啊,的工资。你说那玩意儿有啥啊那
403114,19,文长啊平均律,那玩意儿。我觉
403115,20,理工男,工资。你
403116,21,木兰传奇,说那玩意
403117,22,乒乓,金的工
403118,23,大象无形,到现在
403119,24,13a永不忘记在哪里宫楠木兰传奇问,面前跟你们说话更加自然。锻炼
403120,25,永隆,前跟
403121,26,小张你好啊我的头土工挖掘人大象,说话更加自然。锻炼完挺好
403122,27,象无形,先说几个
403123,28,土共掘墓人zero zero zero zero来了就露啊,的动作啊，战友们说实在话，我这就没怎么
403124,29,哎哟,在
403125,30,声音和视频效果怎么样啊在吗,说实在话，我这就没怎么表演，我哪
403126,31,声音还有这个视频下我打胜啊,演。这日本的朋友啊，「文贵先生好
403127,32,莲花灯,林郑
403128,33,中国石油吧,贵先生好
403129,34,中文,这个我
403130,35,视频人物是你的事出来他也不是这个是啊效果很好因为我同时有加,贵先生好。」，日本朋友。这个我这眼镜，到哪去都问我这眼镜。林
403131,36,监视啊,先生
403132,37,是啊生意的昨天好多了昨天这个,到哪去都问我这眼镜。林郑月娥，Ca
403133,38,我发现这个专业太复杂了,都问我这眼镜。林郑月
403134,39,我在手机卖天不停好吗,m 当年站在我家楼
403135,40,长得一队机器七八个人一小时100个美金的公司,也没想到这个郭文贵就是她这一辈子的恶梦人呐！她没
403136,41,你说那玩意啊,南湾拆我
403137,42,我觉得真不好,我们的资金。她做
403138,43,怀1000000美元搞一个时候吃不是10多现在怎么玩,话，还没开始呢。关于林郑月娥还有香
403139,44,OneDrive,儿童节
403140,45,复杂极了,过来的
403141,46,所以说在有吧,所有的战友
403142,47,简单就是力量手机面前给你们说话吧更自然锻炼,"家会看到更加精彩的。


首先一下，战友们，今天六一儿童"
403143,48,挺好啊,下，战友
403144,49,咱们今天先说几个字啊,先一下，战友们，今天
403145,50,Average,儿童的
403146,51,我那天打拳的动作啊但有个说实在话我就这么没怎么表演过哪些会给你们好的,我们有儿童的时代，少年的时代，不一定有老年的时代。不是人人都能活到老的。像杨
403147,52,日本朋友啊文辉先生好,人人都能活到老的。像
403148,53,任何,人人
403149,54,这个,能
403150,55,我的眼睛啊,的。像杨
403151,56,到哪去,到老
403152,57,林郑月娥carrie carries the Karen到大了,来的。我们有儿童的时代，少年的
403153,58,在看到你的战斗在楼下叫他做梦也没想到这个郭文贵就是,住，我们都是从儿童过来的。我们有儿童的时代，少年的时代，不一定
403154,59,就是他的这一辈子的啊这个梦人的任何人的,来的。我们有儿童的时代，少年的时
403155,60,他没想到派出那么多人性来完才我家房子,老的。像杨改兰女士就没有活到老。杨改兰女
403156,61,会那么多警察封锁我们的丝巾他做梦也没想到郭文贵,是人人都能活到老的。像杨改兰女士就没有活
403157,62,能这样说实在话我还没开始了关于林郑月娥还是香港的几个市啊,能活到老的。像杨改兰女士就没有活到老。杨改兰女士的5个孩子
403158,63,过一段时间大家看的更加精彩了更加精彩了,己的亲妈妈用斧子给砍死。大家去想想一个亲娘
403159,64,这个首先一下这个单有了今天6 1 6月1号儿童节的,听说有的孩子她连著砍了十几斧子。是什么样决
403160,65,说清所有电影的记录我们都是从儿童过来啊,"斧子。大家去想想。没有生存的希望了。


听说"
403161,66,我们有个儿儿童的十大,"的希望了。


听说杨"
403162,67,少年的时代不一定有老年的时代,说杨改兰在自杀前眼睛哭得基
403163,68,不是人都能活到老了,有生存的希望了
403164,69,杨改完你是就没有获得了,杨改兰在自杀前眼睛哭
403165,70,杨港而你是在五个孩子,杨改兰在自杀前
403166,71,他更没有年轻人就没有,官给拿走了，原因她家里有两
403167,72,被自己的亲妈妈用斧子砍死,的，孩子也是吃不饱。跟我们家里
403168,73,大家去想想一个亲娘去拿斧子砍死自己孩子说,因她家里有两只牛。听说杨改兰女士很辛苦的，孩子
403169,74,就是有了孩子,家里有两只
403170,75,这个太凉的卡的实际服了,睁不开了。就是一个
403171,76,是什么样的角觉得亲让他对自己的孩子来看那么多,是一个月300块钱的救助叫当地的贪官给拿走了，原
403172,77,当然去想一想,当地的贪官给拿
403173,78,没有生存的希望,也是吃不饱。跟我们
403174,79,听说杨改兰的自杀小眼睛突的基本睁不开了,听说杨改兰女士很辛苦的，孩子也是吃不饱。跟
403175,80,就是一个月300块钱的就主,女士很辛苦的，孩子也是吃不
403176,81,就当地的贪官给拿走了,叫当地的贪官给拿走了，原
403177,82,园艺他家里有两只牛,原因她家里有两只
403178,83,就是阳赶来你是个很辛苦的孩子认识我,听说杨改兰女士很辛苦的，孩子也是
403179,84,跟我们家最小的一样,跟我们家里头小时候一样
403180,85,吃网,一样
403181,86,没法活了,没法活了
403182,87,最后这种决绝,最后这种决绝
403183,88,所有的现在能听到人画的能听懂人话的,所有的现在能听到人话的，能听懂人话的
403184,89,所有的父母们和孩子们带去想想,所有的父母们和孩子们，大家去想想
403185,90,我们曾经是儿童,我们曾经是儿童
403186,91,我们对我们的父母怎么样,我们对我们的父母怎么样
403187,92,大家,大家
403188,93,摸着心口窝的想想,摸著心口窝子想想对
403189,94,这次几天娘如何,自己的爹娘如何
403190,95,我的身边人现在有了自己的孩子,我的身边的人现在有了自己的孩子
403191,96,天天给我说经常给我说这有了孩子知道爹妈都不容易,天天跟我说，经常跟我说：「有了孩子才知道爹妈多不容
403192,97,我们的父母和每个人的父母是多么不容易,我们的父母和每个人的父母是多么不容易
403193,98,亲爱的兄弟姐妹们,亲爱的兄弟姐妹们
403194,99,六一儿童节更要想对爸爸,六一儿童节更要想的对爸
403195,100,第2个,弟姐
403196,101,怎么让自己的儿子孩子好,怎么让自己的孩子好
403197,102,让孩子有个健康的节日,让他们有个健康的节日
403198,103,健康的成长,健康的成长
403199,104,首先孩子要打醉了针,首先孩子要打对了针
403200,105,打碎了1亿秒,打对了疫苗
403201,106,人类上只有共产党这些流氓体质给孩子打假疫苗,人类上只有共产党这种流氓体制给孩子打假疫苗
403202,107,大玩还没吃,打完还没事
403203,108,让孩子是健康的话,让孩子吃健康的饭
403204,109,全人类上只有,全人类上只有
403205,110,中国梦建筑的家族,中国孟建柱的家族
403206,111,能搞红黄蓝幼儿园,能搞红黄蓝幼儿园
403207,112,竟然能玩小孩的小**,竟然能玩儿小孩儿的小
403208,113,这叫微信从天大了对呀,这叫猥亵儿童，天大的罪啊
403209,114,全世界只有共产党的体制下,全世界只有共产党的体制下
403210,115,儿童孩子上学的餐厅东西是发霉的,儿童上学的餐厅东西是发霉的。孩子
403211,116,孩子吃的东西都是被垄断,孩子吃的东西都是被垄断
403212,117,比利集团保护照,被利益集团保护著
403213,118,大家去想想,大家去想想
403214,119,孩子穿的衣服,孩子穿的衣服
403215,120,也是化学用品制作的孩子吸的空气,"也是化学物品制作的。


孩子吸得空气"
403216,121,受严重雾霾的,是有严重雾霾的
403217,122,孩子有病吃的药也是假的,孩子有病吃的药也是假的
403218,123,孩子去医院没有钱去看病,孩子去医院没有钱去看病
403219,124,又在医院门口等死,要在医院门口等死
403220,125,过什么六一儿童节,过什么六一儿童节
403221,126,如果这个体制不会灭你过什么儿童节,如果这个体制不被灭，你过什么儿童节啊！多
403222,127,多少儿童在没有中年没有老年,多少儿童将没有中年，没有老年
403223,128,未来的多少而同要被自己的父母,未来有多少儿童要被自己的父母
403224,129,孩子然后跟父母一起自杀,砍死，然后跟父母一起自杀
403225,130,这不是耸人听闻,这不是耸人听闻
403226,131,在文化大革命的时候,在文化大革命的时候
403227,132,很多孩子,很多孩子
403228,133,就是被自己的父母送到邻居家教意识,多孩子被自己的父母送到邻居家，叫易食。跟
403229,134,格林大华孩子吃,跟人家换孩子吃
403230,135,这不是这不是耸人听闻,"这不是耸人听闻。

"
403231,136,我刚刚的同学年发这700天前,我们刚刚的这些年就几百天前
403232,137,给孩子打假疫苗,给孩子打假疫苗
403233,138,是一个是两个40个10万个吗,是一个、是两个，是十个，是万个吗
403234,139,那为什么这些事情都重兰称和你们当地的县长,那为什么这些事儿你们中南坑和你们当地的县长
403235,140,和生长的孩子不这样呢,和省长的孩子不这样呢
403236,141,你们的酋长,你们的球长
403237,142,不说人话的求长春上他都不敢直视,不说人话的村长都不会干这事儿。他的孩
403238,143,他的孩子都享受都比你的好大雨,他的孩子都享受著比你们好
403239,144,这叫爹亲娘亲不如党亲就这么亲吗,这叫爹亲娘亲不如党亲就这么亲吗
403240,145,大家都问问,大家再问问
403241,146,Parrot自己的良心窝子,拍自己的良心窝子
