id,index,content,proofed
544557,1,尊敬的战友们好今天是10月25号,尊敬的战友们好，今天是10月25号
544558,2,文贵啊在这里多媒体直播,文贵在这里郭媒体直播
544559,3,而在这个直播什么我要首先和大家要谈一个文必须要谈的问题,播。在这个直播时，我要首先和大家要谈一个我们必须要谈的
544560,4,从那个过去的70个小时是发生了一个可以让我们每个人都感到心疼,从过去的70个小时发生了一个，让我们每个人都感到心痛，让
544561,5,我没喜欢我让我们每个人都会通过这个这个鲜活的生命来看,我们每个人都通过这个鲜活的生命，来看出看明白共产
544562,6,猪,出
544563,7,看明白去的70小时共产党邪恶的共产党的流氓一点,看明白共产党的邪恶和共产党的流氓嘴脸。让我
544564,8,让我们每个人让我感到很痛心的事情全世界的华人离开,让我感到很痛心是，全世界的华人媒体以及各方面的
544565,9,African leaders,及各方面的
544566,10,我们我想说的事情最和谐的事情就是发生在前天,们我想说的事情最核心的是什么，就是发生在前天在
544567,11,在英的39个中国人,在英国，39个中国人
544568,12,由于是和石头河的想法和需要进入美国,由于和蛇头的合作，非法的要进入美国
544569,13,就是什么30减价,成39具尸体在
544570,14,作为项目大家要知道在货柜箱里面在零下,在货柜箱里。大家要知道，在货柜箱里面，在
544571,15,25度,25度
544572,16,啊怕挑战零下25度,面，在零下25度
544573,17,是为了度过英国的海关,是为了躲过英国的海关
544574,18,用红外线啊这个这个扫描仪不用少数有,用红外线扫描仪不要扫出有身
544575,19,身体的热度,身体的热度
544576,20,而将是20这39个中国人福建的福清的同胞们,而将这39个中国人福建的，福清的同胞们
544577,21,胡萝卜冻死,活活冻死
544578,22,30个男18个女是一个孩子,30个男士8个女士一个孩
544579,23,在2004年至2007年我记得大概也有当时58个人,2004年还是200X年我记得大概也有当时58个人
544580,24,在还在宾现在就同样的办法被冻死,在这个同样的办法被冻死。在这之前还
544581,25,在这之前还有24个人,在这之前还有24个人
544582,26,在大海里面被愁潮水涨的时候淹死,在大海里面被涨潮时淹死. 大家
544583,27,大家看到在国内几乎没有任何人,大家看到在国内几乎没有任何人
544584,28,那请问你点事情,来评论这件事情
544585,29,在我们海外的社交媒体起的名人,在我们海外的社交媒体，欺民贼当
544586,30,当然他不会讨论这个问题,当然他不会讨论这个问题
544587,31,所谓的海外的中意媒体,所谓的海外的中文媒体
544588,32,华人媒体,华人媒体
544589,33,也没人讨论这事情,也没人讨论这事情
544590,34,我在昨天和前天之所以不敢因为我还不敢确认是不是,我在昨天和前天之所以不敢谈，因为我还不敢确认，是不是
544591,35,中国人的,中国人的
544592,36,红包,同胞
544593,37,是这39个实体,胞，这39个尸体
