id,index,content,proofed
579849,1,喜马拉雅大使馆直播是与战友们连线直播,喜马拉雅大使馆直播室与战友们连线直播
579850,2,本来与这个今天啊,本来今天与《中
579851,3,以中国威胁论的创始人,与《中国威胁论》创始人、美
579852,4,美国军事战地记者,美国军事战地记者
579853,5,比尔斯先生,比尔戈兹先生一
579854,6,今天一起直播,今天与《中
579855,7,这个看来是没有时间上来不了了这个这个没放歌吧,者比尔戈兹先生一起直播，看来比尔戈兹先生来不了了
579856,8,所以我就我就我一个人来那个战友们俩直播吧乱聊吧,"所以我就一个人和战友在这直播，乱聊吧。



亲爱的战友"
579857,9,亲爱的在吗,亲爱的战
579858,10,这个兴奋之情啊,战友们，兴奋之情
579859,11,这个难以言表,难以言表
579860,12,特别是过去的48小时,特别是过去48小时
579861,13,在香港发生的,在香港发生的
579862,14,这个改变人类历史,生的，改变人类历史
579863,15,改变中国历史,改变中国历史
579864,16,创造中国历史,创造中国历史
579865,17,在香港,香港
579866,18,区议员选举,区议员选举
579867,19,寓意深远,意义深远
579868,20,这对中国人民,这对中国人民
579869,21,特别是我们亚洲人但是世界上的形象地位,特别是我们亚洲人，在世界上的形象，地位
579870,22,特别是,特别是
579871,23,是否我们是有文明的民族,是否文明的民族，是否我们
579872,24,是我们值得,是我们是
579873,25,可否拥有法治,配拥有法制
579874,26,和民主自由,和民主自由
579875,27,这样的社会体制,这样的社会体制
579876,28,这是否是能容的世界的,制，是否能融入到世界的
579877,29,现在的法律和,现代的法律的
579878,30,民主的文明社会,民主自由这样的社会
579879,31,具备这个条件,具备这个条件
579880,32,香港人,香港人
579881,33,啊,港
579882,34,杀了共产党的妈妈干了脸,扇了共产党的脸
579883,35,这个共产党多年来在所有的媒体上都在宣传,脸。共产党多年来在所有的媒体上都在宣传：中国
579884,36,中国人太穷了,中国人太穷了
579885,37,中国人没有教育,中国人没有教育
579886,38,中国人重视差距太大,中国人层次差距太大
579887,39,所以啦,所以
579888,40,中国人还不是和有民主自由,中国人还不适合有民主自由
579889,41,自从共产党获得江山以后,自从共产党获得江山以后
579890,42,这样让他说中国的美国式的民主自由的,中国人有美国式的民主自由和法制，打
579891,43,把文拯救中国人不能用民主自由,江山以后中国人不能拥有民主自
579892,44,一直说到今天,一直说到今天
579893,45,两天前,两天前
579894,46,那怎么说呢,还这么说呢
579895,47,在香港的问题,在香港问题
579896,48,通称为香港的上几次要求有民主自由法治的人叫什么费劲,通称上街要求民主自由法制的人为“废青”，叫人家“废青”，共
579897,49,退出,侮辱
579898,50,背景,废青
579899,51,你就说一下哪个飞行啊,求民主自由法制的人为“废青
579900,52,是啊,上
579901,53,这叫人家分清华在古人啊,这么说呢。在香港问
579902,54,费玉清,废青
579903,55,这是我说中文有英语中国有大量的,上，通称上街要求民主自由法制的
579904,56,就这,民主
579905,57,废男人,废青”，叫人
579906,58,就像什么那公鸭嗓子叫什么呀有什么玩的中国,这么说呢。在香港问题上，通称上街要求民主
579907,59,觉得老高旅游那个吊姑娘上的路程叫什么名工厂的那个,"产党侮辱人叫“废青”。



什么叫“废青”？中国有大量的叫废男人，就像"
579908,60,吴建民出生啊,吴建民，搞旅游
579909,61,我儿子跌的媳妇,的叫废男人，就
579910,62,我简直受不了了,我简直是受不了了
579911,63,这个看你说这样他整人脑子进水了,这个畜生，我简直是受不了了，他脑子
579912,64,这个不是个东西,这不是个东西
579913,65,如果你是人家海外出来一个王强先生大赛,果人家中国海外出来个王强先生大
579914,66,你好,料
579915,67,人家香港的孩子上那个吴建民,人家香港那些孩子上街的
579916,68,夏业良,夏业良
579917,69,这个下雨娘下教授,这些王八蛋，还有郭
579918,70,大陆人到香港行吧说的费劲爆图,但只要有别人出来真反共他们就
579919,71,那个畜生啊,命没了，上
579920,72,孟维参,们被共
579921,73,还有雄县人家住什么啊,上万多人消失了，最年
579922,74,和平,被强
579923,75,你说这样玩吗来有故事,受着在香港理工大学随
579924,76,还有什么那个所有的日文叫什么向女人啊,时面临死亡的这些威胁，香港人民走上街头
579925,77,这帮孙子天天,着在香港理
579926,78,结果人家香港的孩子们,家和平的忍受着在香港
579927,79,被共产党逮了个照费城的帽子,人家和平的忍受着在香港理工大
579928,80,但是多少人2000多条人命没了,理工大学随时面临死亡的这些
579929,81,上万人家的胸部是啊,上街头。在共产党
579930,82,最年轻的美女被奸被轮奸被强奸被杀了,随时面临死亡的这些威胁，香港人民走上街
579931,83,但是就是在这种情况下,的忍受着在香港理工大学
579932,84,人家和平的人寿长在香港理工大学,人家和平的忍受着在香港理工大学
579933,85,随时面临死亡的这些威胁,随时面临死亡的这些威胁
579934,86,香港人民走向街头,香港人民走上街头
579935,87,对困难了,对沙子的
579936,88,用现金买票,用钱，现金买
579937,89,用大陆的威胁到香港去投票拿了,用大陆的威胁到香港去投票，拿
579938,90,插队杀死了烈如像我这号人,着对沙子的，例如像我这号人
579939,91,拿着相当所谓护照的,拿着所谓香港护照的
579940,92,那黑社会威胁拿着枪在投票口选的,拿黑社会威胁，拿着枪在投票箱
579941,93,就是这种情况下,就这种情况下
579942,94,创造了人类上,创造了人类上
579943,95,71%以上的选票,71%以上的选票
579944,96,投票率,投票率
579945,97,竟然得了388条,竟然是得了388票
579946,98,建制派,建制派
579947,99,干了58秒,干58票
579948,100,基本上是全军覆没,基本上是全军覆没
579949,101,你看到那个叫何君尧,在大街上人人喊打
579950,102,你看那个叶刘淑仪,。何君尧，刘淑仪
579951,103,主人打你了,这些流氓，你
579952,104,啊,氓
579953,105,你看到香港的所谓的中联办驻港办事处的人这些流氓,喊打。在香港所谓的中联办，驻港办事处的这些人，这些流氓
579954,106,你为想想张晓明的一样,你再想想张晓明那个
579955,107,除了美女,处的这些
579956,108,就为那些,些人，这些
579957,109,老女人,上人
579958,110,吹吹发饺子,淑仪走在大街
